freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.147e+01,5.501e+02,8.422e+01,6.658e+02
1.5,3.407e+01,3.211e+02,6.331e+01,4.185e+02
3.0,2.441e+01,3.117e+01,2.276e+01,7.835e+01
4.5,2.525e+01,7.006e+02,2.484e+01,7.507e+02
6.0,3.091e+01,2.626e+03,3.043e+01,2.687e+03
7.5,3.873e+01,3.307e+03,3.766e+01,3.383e+03
9.0,4.656e+01,4.414e+03,4.717e+01,4.507e+03
10.5,4.702e+01,7.168e+03,5.763e+01,7.273e+03
12.0,5.827e+01,1.137e+04,6.437e+01,1.149e+04
13.5,8.752e+01,1.479e+04,7.230e+01,1.495e+04
15.0,9.639e+01,2.372e+04,7.592e+01,2.389e+04
16.6,8.443e+01,3.992e+04,7.392e+01,4.008e+04
18.1,1.049e+02,5.109e+04,9.420e+01,5.129e+04
19.6,2.121e+02,4.657e+04,1.692e+02,4.695e+04
21.1,2.801e+02,4.651e+04,2.571e+02,4.705e+04
22.6,2.591e+02,6.697e+04,2.970e+02,6.753e+04
24.1,2.463e+02,8.419e+04,3.213e+02,8.476e+04
25.6,2.776e+02,9.357e+04,4.365e+02,9.428e+04
27.1,3.630e+02,1.116e+05,6.117e+02,1.125e+05
28.6,4.847e+02,1.363e+05,7.328e+02,1.375e+05
30.1,6.245e+02,1.561e+05,9.663e+02,1.577e+05
31.6,7.617e+02,1.702e+05,1.366e+03,1.723e+05
33.1,1.092e+03,1.802e+05,2.025e+03,1.833e+05
34.6,1.476e+03,2.136e+05,2.868e+03,2.179e+05
36.1,2.057e+03,2.413e+05,4.025e+03,2.474e+05
37.6,2.982e+03,2.618e+05,5.597e+03,2.704e+05
39.1,4.451e+03,2.602e+05,6.998e+03,2.716e+05
40.6,6.806e+03,1.663e+05,6.684e+03,1.798e+05
42.1,8.581e+03,1.301e+05,7.121e+03,1.458e+05
43.6,1.070e+04,1.613e+05,1.005e+04,1.820e+05
45.1,1.494e+04,2.150e+05,1.755e+04,2.474e+05
46.6,2.073e+04,2.845e+05,3.204e+04,3.373e+05
48.2,2.643e+04,3.877e+05,4.979e+04,4.639e+05
49.7,2.929e+04,5.332e+05,7.267e+04,6.352e+05
51.2,3.374e+04,7.364e+05,1.260e+05,8.961e+05
52.7,4.558e+04,9.529e+05,2.091e+05,1.208e+06
54.2,5.596e+04,1.049e+06,2.944e+05,1.400e+06
55.7,5.344e+04,9.000e+05,3.477e+05,1.301e+06
57.2,4.360e+04,6.790e+05,3.744e+05,1.097e+06
58.7,3.618e+04,5.734e+05,3.625e+05,9.721e+05
60.2,3.385e+04,5.358e+05,2.746e+05,8.443e+05
61.7,3.559e+04,5.229e+05,2.056e+05,7.640e+05
63.2,4.168e+04,5.259e+05,1.624e+05,7.301e+05
64.7,4.786e+04,4.930e+05,1.355e+05,6.764e+05
66.2,5.245e+04,4.330e+05,1.306e+05,6.161e+05
67.7,5.289e+04,3.761e+05,1.394e+05,5.685e+05
69.2,3.635e+04,3.341e+05,1.483e+05,5.188e+05
70.7,1.866e+04,3.111e+05,1.438e+05,4.735e+05
72.2,1.400e+04,3.035e+05,1.323e+05,4.498e+05
73.7,1.811e+04,2.825e+05,1.026e+05,4.032e+05
75.2,1.769e+04,2.136e+05,5.235e+04,2.837e+05
76.7,1.441e+04,1.403e+05,1.752e+04,1.723e+05
78.2,1.342e+04,9.891e+04,5.179e+03,1.175e+05
79.8,1.536e+04,7.950e+04,3.337e+03,9.820e+04
81.3,1.735e+04,6.554e+04,5.617e+03,8.851e+04
82.8,1.629e+04,5.411e+04,8.720e+03,7.912e+04
84.3,1.439e+04,6.599e+04,8.737e+03,8.912e+04
85.8,1.453e+04,8.356e+04,5.341e+03,1.034e+05
87.3,1.716e+04,8.448e+04,3.736e+03,1.054e+05
88.8,2.158e+04,8.135e+04,4.677e+03,1.076e+05
90.3,2.644e+04,9.247e+04,5.884e+03,1.248e+05
91.8,3.140e+04,8.195e+04,5.706e+03,1.191e+05
93.3,3.775e+04,7.160e+04,5.395e+03,1.147e+05
94.8,3.543e+04,5.615e+04,4.867e+03,9.645e+04
96.3,3.474e+04,5.026e+04,5.200e+03,9.020e+04
97.8,3.573e+04,6.870e+04,7.474e+03,1.119e+05
99.3,2.453e+04,9.124e+04,8.995e+03,1.248e+05
100.8,1.250e+04,9.776e+04,9.565e+03,1.198e+05
102.3,1.046e+04,1.075e+05,1.179e+04,1.297e+05
103.8,1.172e+04,1.387e+05,1.509e+04,1.655e+05
105.3,1.171e+04,1.799e+05,1.817e+04,2.098e+05
106.8,1.051e+04,2.155e+05,2.088e+04,2.469e+05
108.3,9.485e+03,2.412e+05,2.313e+04,2.738e+05
109.8,9.251e+03,2.651e+05,2.547e+04,2.998e+05
111.4,9.252e+03,3.031e+05,2.943e+04,3.418e+05
112.9,7.834e+03,3.696e+05,3.528e+04,4.127e+05
114.4,7.078e+03,4.376e+05,4.003e+04,4.847e+05
115.9,6.607e+03,4.762e+05,4.102e+04,5.238e+05
117.4,4.777e+03,5.002e+05,4.035e+04,5.454e+05
118.9,3.095e+03,5.126e+05,3.919e+04,5.549e+05
120.4,2.248e+03,4.907e+05,3.574e+04,5.287e+05
121.9,1.774e+03,4.572e+05,3.142e+04,4.904e+05
123.4,1.834e+03,4.230e+05,2.729e+04,4.521e+05
124.9,1.923e+03,3.804e+05,2.308e+04,4.054e+05
126.4,2.092e+03,3.425e+05,1.939e+04,3.639e+05
127.9,2.554e+03,3.076e+05,1.545e+04,3.256e+05
129.4,3.408e+03,2.781e+05,1.229e+04,2.938e+05
130.9,5.082e+03,2.643e+05,1.086e+04,2.803e+05
132.4,5.963e+03,2.125e+05,8.660e+03,2.271e+05
133.9,2.875e+03,6.591e+04,3.585e+03,7.237e+04
135.4,2.134e+03,1.966e+04,1.755e+03,2.355e+04
136.9,2.521e+03,1.909e+04,1.528e+03,2.314e+04
138.4,3.121e+03,1.937e+04,1.413e+03,2.390e+04
139.9,3.793e+03,2.123e+04,1.411e+03,2.644e+04
141.4,4.281e+03,2.277e+04,1.420e+03,2.847e+04
143.0,4.812e+03,2.363e+04,1.397e+03,2.984e+04
144.5,4.728e+03,2.474e+04,1.433e+03,3.090e+04
146.0,3.812e+03,2.588e+04,1.569e+03,3.126e+04
147.5,3.778e+03,2.860e+04,1.682e+03,3.406e+04
149.0,4.169e+03,3.087e+04,1.661e+03,3.670e+04
150.5,3.915e+03,3.137e+04,1.552e+03,3.684e+04
152.0,3.443e+03,3.051e+04,1.456e+03,3.541e+04
153.5,3.060e+03,2.920e+04,1.373e+03,3.363e+04
155.0,3.050e+03,2.708e+04,1.335e+03,3.146e+04
156.5,3.095e+03,2.668e+04,1.620e+03,3.140e+04
158.0,3.106e+03,2.880e+04,2.123e+03,3.403e+04
159.5,2.970e+03,3.130e+04,2.523e+03,3.680e+04
161.0,2.709e+03,3.148e+04,2.737e+03,3.693e+04
162.5,2.632e+03,3.161e+04,2.996e+03,3.724e+04
164.0,2.350e+03,2.921e+04,2.776e+03,3.434e+04
165.5,2.069e+03,2.740e+04,2.402e+03,3.187e+04
167.0,2.017e+03,2.495e+04,2.008e+03,2.898e+04
168.5,2.335e+03,2.719e+04,1.949e+03,3.147e+04
170.0,2.050e+03,3.022e+04,2.005e+03,3.428e+04
171.5,1.693e+03,3.320e+04,2.158e+03,3.705e+04
173.0,1.790e+03,3.399e+04,2.260e+03,3.804e+04
174.6,2.146e+03,3.623e+04,2.446e+03,4.082e+04
176.1,3.085e+03,4.133e+04,2.677e+03,4.709e+04
177.6,4.537e+03,5.348e+04,3.201e+03,6.122e+04
179.1,5.075e+03,5.397e+04,3.238e+03,6.228e+04
180.6,4.976e+03,4.996e+04,3.013e+03,5.795e+04
182.1,5.029e+03,5.018e+04,2.895e+03,5.811e+04
183.6,5.879e+03,5.095e+04,2.786e+03,5.961e+04
185.1,7.581e+03,5.233e+04,2.770e+03,6.268e+04
186.6,9.228e+03,5.469e+04,2.847e+03,6.676e+04
188.1,1.029e+04,5.667e+04,2.881e+03,6.984e+04
189.6,1.156e+04,5.921e+04,2.914e+03,7.368e+04
191.1,1.290e+04,6.007e+04,2.921e+03,7.590e+04
192.6,1.429e+04,6.305e+04,3.050e+03,8.039e+04
194.1,1.578e+04,6.399e+04,3.046e+03,8.281e+04
195.6,1.575e+04,6.593e+04,3.124e+03,8.480e+04
197.1,1.571e+04,7.103e+04,3.277e+03,9.002e+04
198.6,1.535e+04,7.757e+04,3.491e+03,9.641e+04
