freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.761e+01,2.908e+03,2.966e+01,3.005e+03
1.5,3.040e+02,2.665e+03,6.377e+01,3.033e+03
3.0,4.325e+02,1.538e+03,5.833e+01,2.029e+03
4.5,4.925e+02,2.716e+03,5.768e+01,3.266e+03
5.9,4.790e+02,6.009e+03,5.345e+01,6.542e+03
7.4,4.410e+02,8.801e+03,5.553e+01,9.298e+03
8.9,3.905e+02,1.113e+04,5.430e+01,1.157e+04
10.4,4.779e+02,1.531e+04,5.486e+01,1.584e+04
11.9,4.650e+02,2.015e+04,5.921e+01,2.067e+04
13.4,4.528e+02,2.671e+04,6.060e+01,2.722e+04
14.8,4.339e+02,3.592e+04,5.646e+01,3.641e+04
16.3,4.007e+02,4.614e+04,5.266e+01,4.659e+04
17.8,3.720e+02,5.472e+04,5.244e+01,5.515e+04
19.3,3.638e+02,6.493e+04,5.947e+01,6.535e+04
20.8,4.390e+02,7.873e+04,6.595e+01,7.923e+04
22.3,4.706e+02,9.528e+04,6.205e+01,9.581e+04
23.7,4.897e+02,1.139e+05,6.070e+01,1.144e+05
25.2,5.630e+02,1.364e+05,6.129e+01,1.370e+05
26.7,5.648e+02,1.638e+05,6.736e+01,1.644e+05
28.2,5.332e+02,1.995e+05,7.202e+01,2.001e+05
29.7,5.391e+02,2.458e+05,8.033e+01,2.464e+05
31.2,5.876e+02,3.062e+05,8.161e+01,3.069e+05
32.6,6.633e+02,3.903e+05,9.391e+01,3.911e+05
34.1,6.446e+02,5.273e+05,1.634e+02,5.281e+05
35.6,7.520e+02,7.335e+05,3.049e+02,7.346e+05
37.1,7.131e+02,1.029e+06,5.697e+02,1.031e+06
38.6,6.995e+02,1.483e+06,1.070e+03,1.484e+06
40.1,8.424e+02,2.289e+06,2.517e+03,2.292e+06
41.5,1.108e+03,3.938e+06,5.155e+03,3.944e+06
43.0,2.392e+03,7.691e+06,1.489e+04,7.709e+06
44.5,4.414e+03,1.057e+07,3.419e+04,1.061e+07
46.0,4.678e+03,9.130e+06,4.391e+04,9.179e+06
47.5,3.677e+03,6.778e+06,3.285e+04,6.814e+06
49.0,2.443e+03,4.971e+06,2.339e+04,4.997e+06
50.4,1.523e+03,3.562e+06,2.380e+04,3.588e+06
51.9,1.167e+03,2.542e+06,3.311e+04,2.576e+06
53.4,1.225e+03,1.909e+06,5.735e+04,1.967e+06
54.9,1.680e+03,1.562e+06,7.288e+04,1.637e+06
56.4,1.883e+03,1.386e+06,5.789e+04,1.446e+06
57.9,1.878e+03,1.257e+06,4.007e+04,1.299e+06
59.3,2.144e+03,1.149e+06,2.537e+04,1.177e+06
60.8,2.692e+03,1.072e+06,1.543e+04,1.090e+06
62.3,3.708e+03,9.864e+05,9.381e+03,9.994e+05
63.8,4.755e+03,8.994e+05,7.677e+03,9.118e+05
65.3,4.966e+03,8.168e+05,1.119e+04,8.329e+05
66.8,4.477e+03,7.310e+05,1.947e+04,7.550e+05
68.2,3.474e+03,6.535e+05,2.810e+04,6.851e+05
69.7,3.128e+03,5.641e+05,3.006e+04,5.973e+05
71.2,3.405e+03,4.669e+05,2.546e+04,4.958e+05
72.7,4.200e+03,3.846e+05,2.671e+04,4.156e+05
74.2,5.406e+03,3.189e+05,3.747e+04,3.618e+05
75.7,7.157e+03,2.691e+05,3.796e+04,3.142e+05
77.2,1.296e+04,2.403e+05,2.908e+04,2.824e+05
78.6,2.551e+04,2.215e+05,2.385e+04,2.709e+05
80.1,4.026e+04,2.073e+05,2.091e+04,2.685e+05
81.6,4.771e+04,1.916e+05,1.769e+04,2.570e+05
83.1,4.493e+04,1.776e+05,1.486e+04,2.374e+05
84.6,3.307e+04,1.618e+05,1.323e+04,2.081e+05
86.1,2.389e+04,1.549e+05,1.198e+04,1.908e+05
87.5,2.136e+04,1.490e+05,1.056e+04,1.809e+05
89.0,1.710e+04,1.454e+05,9.912e+03,1.724e+05
90.5,1.174e+04,1.444e+05,9.345e+03,1.655e+05
92.0,6.488e+03,1.427e+05,8.921e+03,1.581e+05
93.5,3.289e+03,1.391e+05,8.544e+03,1.509e+05
95.0,2.257e+03,1.367e+05,8.188e+03,1.471e+05
96.4,2.366e+03,1.346e+05,7.980e+03,1.450e+05
97.9,3.033e+03,1.303e+05,7.151e+03,1.405e+05
99.4,4.157e+03,1.298e+05,6.480e+03,1.404e+05
100.9,5.287e+03,1.297e+05,5.781e+03,1.408e+05
102.4,6.841e+03,1.245e+05,4.829e+03,1.362e+05
103.9,8.328e+03,1.166e+05,4.308e+03,1.292e+05
105.3,1.055e+04,1.080e+05,4.294e+03,1.229e+05
106.8,1.004e+04,1.094e+05,4.051e+03,1.235e+05
108.3,1.095e+04,1.295e+05,3.529e+03,1.440e+05
109.8,1.155e+04,1.250e+05,3.038e+03,1.396e+05
111.3,1.172e+04,1.107e+05,2.713e+03,1.251e+05
112.8,1.376e+04,9.623e+04,2.311e+03,1.123e+05
114.2,1.700e+04,8.262e+04,2.145e+03,1.018e+05
115.7,2.177e+04,7.374e+04,1.995e+03,9.751e+04
117.2,1.877e+04,6.473e+04,1.671e+03,8.517e+04
118.7,1.595e+04,5.735e+04,1.929e+03,7.523e+04
120.2,1.851e+04,5.755e+04,2.585e+03,7.865e+04
121.7,2.050e+04,4.601e+04,3.254e+03,6.976e+04
123.1,2.043e+04,3.404e+04,4.827e+03,5.929e+04
124.6,1.963e+04,2.365e+04,8.304e+03,5.158e+04
126.1,1.785e+04,1.988e+04,1.232e+04,5.005e+04
127.6,1.283e+04,3.510e+04,1.645e+04,6.438e+04
129.1,1.113e+04,5.747e+04,1.761e+04,8.621e+04
130.6,1.115e+04,6.783e+04,1.685e+04,9.583e+04
132.0,1.334e+04,6.710e+04,1.549e+04,9.593e+04
133.5,1.009e+04,3.833e+04,1.060e+04,5.902e+04
135.0,4.790e+03,1.856e+04,6.243e+03,2.959e+04
136.5,3.186e+03,2.019e+04,5.761e+03,2.913e+04
138.0,2.953e+03,2.334e+04,6.686e+03,3.298e+04
139.5,2.539e+03,2.771e+04,7.202e+03,3.745e+04
140.9,2.170e+03,3.803e+04,7.837e+03,4.803e+04
142.4,2.307e+03,5.446e+04,9.973e+03,6.674e+04
143.9,2.619e+03,7.242e+04,1.282e+04,8.786e+04
145.4,2.685e+03,8.624e+04,1.419e+04,1.031e+05
146.9,2.673e+03,8.809e+04,1.401e+04,1.048e+05
148.4,2.788e+03,8.425e+04,1.309e+04,1.001e+05
149.9,2.652e+03,7.631e+04,1.150e+04,9.046e+04
151.3,1.976e+03,7.100e+04,9.900e+03,8.288e+04
152.8,1.503e+03,6.820e+04,8.824e+03,7.853e+04
154.3,1.177e+03,6.415e+04,7.896e+03,7.322e+04
155.8,1.033e+03,6.003e+04,7.060e+03,6.812e+04
157.3,1.047e+03,5.068e+04,5.710e+03,5.744e+04
158.8,1.141e+03,4.272e+04,4.510e+03,4.837e+04
160.2,1.311e+03,4.017e+04,3.995e+03,4.547e+04
161.7,1.302e+03,4.356e+04,4.177e+03,4.904e+04
163.2,1.283e+03,4.572e+04,4.336e+03,5.134e+04
164.7,1.607e+03,4.599e+04,4.501e+03,5.210e+04
166.2,1.853e+03,4.531e+04,4.476e+03,5.164e+04
167.7,1.905e+03,4.370e+04,4.349e+03,4.996e+04
169.1,1.983e+03,4.538e+04,4.524e+03,5.189e+04
170.6,2.899e+03,4.736e+04,4.584e+03,5.484e+04
172.1,3.277e+03,4.228e+04,3.916e+03,4.948e+04
173.6,3.423e+03,3.694e+04,3.346e+03,4.371e+04
175.1,4.161e+03,3.709e+04,3.299e+03,4.455e+04
176.6,4.533e+03,4.109e+04,3.538e+03,4.916e+04
178.0,4.600e+03,4.113e+04,3.543e+03,4.927e+04
179.5,3.912e+03,3.991e+04,3.311e+03,4.713e+04
181.0,3.883e+03,3.858e+04,3.050e+03,4.551e+04
182.5,4.167e+03,3.852e+04,2.879e+03,4.556e+04
184.0,4.543e+03,3.801e+04,2.767e+03,4.532e+04
185.5,4.959e+03,3.773e+04,2.705e+03,4.540e+04
186.9,4.757e+03,3.853e+04,2.689e+03,4.598e+04
188.4,4.460e+03,3.942e+04,2.689e+03,4.657e+04
189.9,4.729e+03,3.805e+04,2.526e+03,4.530e+04
