freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.862e+02,1.565e+01,9.512e+00,5.113e+02
1.5,2.798e+02,3.222e+01,1.642e+01,3.284e+02
2.9,2.488e+01,3.179e+01,1.667e+01,7.334e+01
4.4,4.614e+02,3.435e+01,2.168e+01,5.174e+02
5.9,1.923e+03,4.336e+01,3.308e+01,2.000e+03
7.3,3.261e+03,6.665e+01,4.977e+01,3.378e+03
8.8,4.703e+03,2.130e+02,8.999e+01,5.006e+03
10.3,6.314e+03,3.510e+02,1.198e+02,6.785e+03
11.7,7.935e+03,3.146e+02,1.176e+02,8.368e+03
13.2,9.587e+03,3.404e+02,1.312e+02,1.006e+04
14.6,1.164e+04,3.763e+02,1.431e+02,1.215e+04
16.1,1.397e+04,4.058e+02,1.788e+02,1.456e+04
17.6,1.680e+04,4.573e+02,2.202e+02,1.748e+04
19.0,2.075e+04,5.901e+02,2.612e+02,2.160e+04
20.5,2.630e+04,1.046e+03,3.705e+02,2.772e+04
22.0,3.188e+04,1.293e+03,4.380e+02,3.361e+04
23.4,3.557e+04,1.173e+03,4.152e+02,3.716e+04
24.9,3.882e+04,1.409e+03,4.243e+02,4.065e+04
26.4,4.247e+04,2.340e+03,4.633e+02,4.528e+04
27.8,4.617e+04,2.416e+03,4.734e+02,4.906e+04
29.3,5.211e+04,1.954e+03,4.883e+02,5.455e+04
30.8,6.299e+04,1.799e+03,5.100e+02,6.530e+04
32.2,7.696e+04,1.809e+03,5.732e+02,7.934e+04
33.7,8.794e+04,1.704e+03,6.387e+02,9.028e+04
35.2,9.710e+04,1.879e+03,7.051e+02,9.968e+04
36.6,1.079e+05,1.978e+03,7.516e+02,1.106e+05
38.1,1.227e+05,2.952e+03,9.289e+02,1.266e+05
39.5,1.396e+05,3.605e+03,1.125e+03,1.443e+05
41.0,1.534e+05,3.668e+03,1.214e+03,1.583e+05
42.5,1.673e+05,4.907e+03,1.355e+03,1.736e+05
43.9,1.909e+05,8.021e+03,1.458e+03,2.003e+05
45.4,2.168e+05,8.973e+03,1.597e+03,2.273e+05
46.9,2.485e+05,9.932e+03,1.725e+03,2.601e+05
48.3,2.928e+05,1.175e+04,1.806e+03,3.064e+05
49.8,3.497e+05,1.234e+04,1.845e+03,3.638e+05
51.3,4.209e+05,1.286e+04,2.051e+03,4.358e+05
52.7,5.131e+05,1.484e+04,2.814e+03,5.307e+05
54.2,6.215e+05,1.342e+04,4.716e+03,6.397e+05
55.7,7.808e+05,1.438e+04,7.649e+03,8.028e+05
57.1,1.060e+06,1.651e+04,1.079e+04,1.088e+06
58.6,1.510e+06,1.734e+04,1.578e+04,1.543e+06
60.1,2.012e+06,2.156e+04,2.356e+04,2.057e+06
61.5,2.206e+06,2.481e+04,2.914e+04,2.260e+06
63.0,1.954e+06,2.597e+04,2.851e+04,2.008e+06
64.4,1.561e+06,2.368e+04,2.394e+04,1.608e+06
65.9,1.247e+06,2.005e+04,1.999e+04,1.287e+06
67.4,9.689e+05,1.732e+04,1.519e+04,1.001e+06
68.8,7.288e+05,1.310e+04,1.007e+04,7.520e+05
70.3,5.141e+05,9.131e+03,6.343e+03,5.296e+05
71.8,3.702e+05,7.678e+03,4.130e+03,3.820e+05
73.2,2.766e+05,6.052e+03,2.597e+03,2.853e+05
74.7,2.238e+05,4.965e+03,2.094e+03,2.308e+05
76.2,1.794e+05,4.772e+03,2.267e+03,1.865e+05
77.6,1.317e+05,4.949e+03,3.056e+03,1.397e+05
79.1,8.665e+04,6.399e+03,4.814e+03,9.786e+04
80.6,5.423e+04,7.329e+03,6.388e+03,6.794e+04
82.0,3.332e+04,6.521e+03,6.746e+03,4.659e+04
83.5,2.100e+04,4.787e+03,6.177e+03,3.197e+04
85.0,1.372e+04,3.240e+03,5.793e+03,2.275e+04
86.4,1.030e+04,2.346e+03,5.710e+03,1.836e+04
87.9,9.265e+03,1.812e+03,5.345e+03,1.642e+04
89.3,9.469e+03,1.430e+03,4.515e+03,1.541e+04
90.8,9.626e+03,1.112e+03,3.770e+03,1.451e+04
92.3,9.588e+03,8.342e+02,2.930e+03,1.335e+04
93.7,1.100e+04,6.591e+02,2.480e+03,1.414e+04
95.2,1.271e+04,5.533e+02,2.168e+03,1.543e+04
96.7,1.468e+04,5.056e+02,1.771e+03,1.696e+04
98.1,1.606e+04,4.493e+02,1.348e+03,1.786e+04
99.6,1.706e+04,3.869e+02,1.043e+03,1.849e+04
101.1,1.809e+04,3.351e+02,9.247e+02,1.935e+04
102.5,1.935e+04,2.552e+02,9.597e+02,2.057e+04
104.0,2.071e+04,2.094e+02,1.104e+03,2.202e+04
105.5,2.292e+04,2.558e+02,1.157e+03,2.433e+04
106.9,2.157e+04,2.825e+02,1.326e+03,2.318e+04
108.4,2.341e+04,3.331e+02,1.509e+03,2.526e+04
109.9,2.385e+04,3.904e+02,1.543e+03,2.578e+04
111.3,2.448e+04,4.138e+02,1.576e+03,2.647e+04
112.8,2.521e+04,4.758e+02,1.780e+03,2.747e+04
114.2,2.466e+04,6.388e+02,2.539e+03,2.784e+04
115.7,2.282e+04,8.241e+02,3.506e+03,2.715e+04
117.2,2.181e+04,9.772e+02,4.610e+03,2.740e+04
118.6,2.220e+04,1.344e+03,7.635e+03,3.118e+04
120.1,2.298e+04,1.869e+03,1.103e+04,3.587e+04
