freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.944e+00,1.021e+01,4.336e+02,4.478e+02
1.5,1.238e+01,2.526e+01,2.515e+02,2.892e+02
3.0,1.273e+01,2.619e+01,1.999e+01,5.891e+01
4.5,1.456e+01,2.618e+01,2.711e+02,3.118e+02
6.0,1.603e+01,2.673e+01,1.143e+03,1.186e+03
7.5,1.548e+01,2.618e+01,1.803e+03,1.845e+03
9.0,1.520e+01,2.869e+01,2.601e+03,2.645e+03
10.5,1.616e+01,2.982e+01,3.876e+03,3.922e+03
12.0,1.977e+01,3.473e+01,5.911e+03,5.965e+03
13.5,2.874e+01,4.131e+01,8.286e+03,8.356e+03
15.0,3.381e+01,4.355e+01,1.053e+04,1.060e+04
16.5,3.564e+01,4.687e+01,1.328e+04,1.336e+04
18.0,4.281e+01,4.654e+01,1.679e+04,1.688e+04
19.5,4.899e+01,4.215e+01,2.147e+04,2.156e+04
21.0,5.419e+01,4.268e+01,2.706e+04,2.715e+04
22.5,6.134e+01,4.493e+01,3.292e+04,3.303e+04
24.0,9.791e+01,8.263e+01,3.934e+04,3.952e+04
25.5,1.480e+02,1.704e+02,4.778e+04,4.810e+04
27.0,1.729e+02,1.031e+02,6.260e+04,6.287e+04
28.5,1.843e+02,1.333e+02,8.482e+04,8.514e+04
30.0,1.986e+02,1.723e+02,1.157e+05,1.161e+05
31.5,2.429e+02,1.475e+02,1.615e+05,1.619e+05
33.0,3.461e+02,9.945e+01,2.346e+05,2.351e+05
34.5,4.903e+02,2.001e+02,3.745e+05,3.752e+05
36.0,7.330e+02,9.310e+02,6.736e+05,6.753e+05
37.5,1.058e+03,2.873e+03,1.033e+06,1.037e+06
39.0,1.131e+03,4.286e+03,1.068e+06,1.073e+06
40.5,8.849e+02,4.720e+03,8.858e+05,8.914e+05
42.0,7.982e+02,3.631e+03,6.462e+05,6.506e+05
43.5,8.087e+02,1.761e+03,4.333e+05,4.358e+05
45.0,5.812e+02,1.058e+03,3.024e+05,3.040e+05
46.5,4.356e+02,1.324e+03,2.363e+05,2.380e+05
48.0,4.369e+02,2.025e+03,1.937e+05,1.962e+05
49.5,3.649e+02,2.100e+03,1.637e+05,1.662e+05
51.0,3.209e+02,2.722e+03,1.399e+05,1.429e+05
52.5,4.272e+02,4.731e+03,1.264e+05,1.315e+05
54.0,6.475e+02,7.050e+03,1.310e+05,1.387e+05
55.5,8.507e+02,8.995e+03,1.447e+05,1.545e+05
57.0,9.978e+02,9.672e+03,1.528e+05,1.634e+05
58.5,1.073e+03,9.231e+03,1.473e+05,1.576e+05
60.0,1.100e+03,8.355e+03,1.348e+05,1.443e+05
61.5,1.046e+03,6.273e+03,1.175e+05,1.248e+05
63.0,9.393e+02,3.933e+03,9.709e+04,1.020e+05
64.5,8.387e+02,2.524e+03,7.621e+04,7.957e+04
66.0,6.934e+02,2.053e+03,5.899e+04,6.173e+04
67.5,5.700e+02,1.983e+03,4.784e+04,5.039e+04
