freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.705e+03,2.314e+01,2.428e+01,3.753e+03
1.5,2.139e+03,3.578e+01,5.703e+01,2.232e+03
3.0,1.243e+02,3.057e+01,3.590e+01,1.908e+02
4.4,1.079e+03,2.931e+01,2.850e+01,1.137e+03
5.9,4.355e+03,2.954e+01,2.680e+01,4.411e+03
7.4,7.440e+03,3.283e+01,2.778e+01,7.501e+03
8.9,1.082e+04,3.163e+01,3.010e+01,1.088e+04
10.4,1.473e+04,2.941e+01,3.575e+01,1.480e+04
11.9,1.875e+04,3.132e+01,3.769e+01,1.882e+04
13.3,2.283e+04,3.554e+01,4.371e+01,2.291e+04
14.8,2.848e+04,4.058e+01,5.140e+01,2.858e+04
16.3,3.517e+04,3.745e+01,5.223e+01,3.526e+04
17.8,4.306e+04,3.481e+01,5.079e+01,4.315e+04
19.3,5.239e+04,3.564e+01,5.613e+01,5.248e+04
20.8,6.406e+04,3.743e+01,7.054e+01,6.417e+04
22.2,7.784e+04,3.588e+01,8.154e+01,7.795e+04
23.7,9.283e+04,3.869e+01,9.838e+01,9.297e+04
25.2,1.091e+05,3.995e+01,1.116e+02,1.092e+05
26.7,1.266e+05,4.212e+01,1.095e+02,1.267e+05
28.2,1.469e+05,4.414e+01,1.115e+02,1.470e+05
29.7,1.706e+05,5.101e+01,1.317e+02,1.708e+05
31.1,1.978e+05,4.884e+01,1.573e+02,1.980e+05
32.6,2.291e+05,4.103e+01,1.654e+02,2.293e+05
34.1,2.632e+05,5.370e+01,2.733e+02,2.635e+05
35.6,3.011e+05,8.871e+01,4.697e+02,3.016e+05
37.1,3.462e+05,1.168e+02,5.647e+02,3.468e+05
38.6,3.967e+05,1.171e+02,5.149e+02,3.974e+05
40.0,4.530e+05,9.368e+01,3.864e+02,4.535e+05
41.5,5.150e+05,6.455e+01,3.704e+02,5.154e+05
43.0,5.946e+05,4.396e+01,4.700e+02,5.951e+05
44.5,6.971e+05,4.137e+01,4.630e+02,6.976e+05
46.0,8.107e+05,4.001e+01,3.328e+02,8.111e+05
47.5,9.458e+05,4.877e+01,1.964e+02,9.461e+05
48.9,1.118e+06,5.787e+01,1.090e+02,1.118e+06
50.4,1.354e+06,6.199e+01,3.921e+02,1.354e+06
51.9,1.676e+06,7.570e+01,1.323e+03,1.678e+06
53.4,2.072e+06,1.083e+02,1.943e+03,2.074e+06
54.9,2.606e+06,1.818e+02,2.467e+03,2.609e+06
56.4,3.449e+06,4.231e+02,2.423e+03,3.452e+06
57.8,4.810e+06,9.739e+02,1.326e+03,4.812e+06
59.3,7.036e+06,1.458e+03,1.839e+03,7.039e+06
60.8,1.091e+07,2.048e+03,1.020e+04,1.092e+07
62.3,1.651e+07,7.430e+03,4.439e+04,1.656e+07
63.8,1.993e+07,1.257e+04,3.952e+04,1.998e+07
65.3,1.915e+07,1.055e+04,1.660e+04,1.918e+07
66.7,1.652e+07,1.391e+04,3.521e+04,1.657e+07
68.2,1.361e+07,2.397e+04,8.188e+04,1.372e+07
69.7,1.090e+07,3.652e+04,1.241e+05,1.106e+07
71.2,8.504e+06,4.527e+04,1.477e+05,8.696e+06
72.7,6.576e+06,4.070e+04,1.234e+05,6.740e+06
74.2,5.130e+06,3.045e+04,8.302e+04,5.243e+06
75.6,4.002e+06,2.592e+04,6.022e+04,4.088e+06
77.1,3.053e+06,2.640e+04,4.657e+04,3.126e+06
78.6,2.257e+06,2.968e+04,3.776e+04,2.325e+06
80.1,1.598e+06,3.026e+04,2.821e+04,1.657e+06
81.6,1.129e+06,2.901e+04,1.830e+04,1.176e+06
83.1,8.645e+05,2.467e+04,1.034e+04,8.995e+05
84.5,6.729e+05,1.934e+04,4.376e+03,6.966e+05
86.0,5.229e+05,1.568e+04,1.818e+03,5.404e+05
87.5,6.059e+05,9.531e+03,2.655e+03,6.181e+05
89.0,9.614e+05,9.170e+03,2.310e+03,9.728e+05
90.5,1.352e+06,9.753e+03,2.893e+03,1.364e+06
91.9,1.712e+06,1.443e+04,4.599e+03,1.731e+06
93.4,2.124e+06,2.258e+04,6.210e+03,2.153e+06
94.9,2.368e+06,2.509e+04,6.414e+03,2.399e+06
96.4,2.461e+06,1.999e+04,6.897e+03,2.487e+06
