freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.059e+01,3.162e+01,4.723e+01,1.594e+02
1.5,1.811e+02,1.648e+02,2.373e+02,5.833e+02
3.0,1.857e+02,2.044e+02,2.825e+02,6.726e+02
4.5,3.952e+02,2.025e+02,2.767e+02,8.744e+02
5.9,1.157e+03,2.294e+02,2.852e+02,1.672e+03
7.4,1.812e+03,2.561e+02,3.004e+02,2.369e+03
8.9,2.359e+03,2.543e+02,3.069e+02,2.920e+03
10.4,3.220e+03,2.624e+02,3.104e+02,3.793e+03
11.9,4.402e+03,2.631e+02,3.118e+02,4.977e+03
13.4,5.498e+03,2.749e+02,3.031e+02,6.076e+03
14.8,6.702e+03,2.822e+02,3.350e+02,7.319e+03
16.3,8.015e+03,2.865e+02,3.496e+02,8.651e+03
17.8,9.401e+03,3.107e+02,3.492e+02,1.006e+04
19.3,1.165e+04,3.091e+02,3.849e+02,1.235e+04
20.8,1.448e+04,3.571e+02,4.150e+02,1.525e+04
22.3,1.673e+04,4.128e+02,4.675e+02,1.761e+04
23.7,1.760e+04,4.580e+02,5.881e+02,1.864e+04
25.2,1.827e+04,5.228e+02,6.407e+02,1.943e+04
26.7,1.976e+04,6.634e+02,7.743e+02,2.120e+04
28.2,2.270e+04,8.128e+02,8.073e+02,2.432e+04
29.7,2.569e+04,6.612e+02,7.592e+02,2.711e+04
31.2,2.987e+04,4.845e+02,6.113e+02,3.097e+04
32.6,3.302e+04,4.544e+02,5.330e+02,3.401e+04
34.1,3.274e+04,4.248e+02,5.058e+02,3.367e+04
35.6,2.772e+04,4.189e+02,4.970e+02,2.864e+04
37.1,1.698e+04,3.926e+02,4.779e+02,1.785e+04
38.6,8.317e+03,3.478e+02,4.408e+02,9.105e+03
40.1,6.431e+03,2.816e+02,4.328e+02,7.145e+03
41.5,6.714e+03,2.833e+02,4.502e+02,7.447e+03
43.0,6.425e+03,2.771e+02,4.295e+02,7.132e+03
44.5,6.132e+03,2.728e+02,4.423e+02,6.847e+03
46.0,6.474e+03,2.751e+02,4.471e+02,7.196e+03
47.5,7.056e+03,2.858e+02,5.770e+02,7.919e+03
49.0,7.878e+03,2.838e+02,7.393e+02,8.901e+03
