freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.886e+03,5.297e+01,2.025e+01,1.959e+03
1.5,1.340e+03,2.822e+02,5.176e+01,1.674e+03
3.0,3.825e+02,3.151e+02,4.374e+01,7.413e+02
4.5,1.311e+03,2.677e+02,4.148e+01,1.620e+03
5.9,4.536e+03,2.546e+02,4.047e+01,4.831e+03
7.4,7.476e+03,3.009e+02,4.500e+01,7.822e+03
8.9,1.065e+04,3.249e+02,5.090e+01,1.103e+04
10.4,1.446e+04,3.035e+02,5.386e+01,1.482e+04
11.9,1.807e+04,2.674e+02,5.628e+01,1.839e+04
13.4,2.237e+04,3.121e+02,5.574e+01,2.274e+04
14.9,2.792e+04,2.955e+02,6.234e+01,2.828e+04
16.3,3.389e+04,2.910e+02,7.155e+01,3.425e+04
17.8,4.011e+04,3.309e+02,8.138e+01,4.052e+04
19.3,4.802e+04,3.159e+02,9.150e+01,4.843e+04
20.8,5.831e+04,3.433e+02,1.075e+02,5.876e+04
22.3,7.178e+04,3.216e+02,1.281e+02,7.223e+04
23.8,8.606e+04,3.157e+02,1.615e+02,8.653e+04
25.2,9.893e+04,3.768e+02,1.748e+02,9.948e+04
26.7,1.116e+05,3.992e+02,1.871e+02,1.122e+05
28.2,1.258e+05,3.407e+02,1.883e+02,1.263e+05
29.7,1.416e+05,3.448e+02,2.070e+02,1.421e+05
31.2,1.591e+05,3.757e+02,2.686e+02,1.598e+05
32.7,1.833e+05,3.160e+02,3.158e+02,1.839e+05
34.2,2.117e+05,2.983e+02,3.422e+02,2.124e+05
35.6,2.388e+05,3.084e+02,4.222e+02,2.396e+05
37.1,2.688e+05,3.106e+02,4.742e+02,2.696e+05
38.6,3.031e+05,3.557e+02,4.879e+02,3.040e+05
40.1,3.399e+05,3.251e+02,5.340e+02,3.407e+05
41.6,3.773e+05,3.945e+02,6.357e+02,3.783e+05
43.1,4.144e+05,3.581e+02,8.017e+02,4.156e+05
44.6,4.609e+05,3.171e+02,8.941e+02,4.621e+05
46.0,5.188e+05,3.582e+02,9.383e+02,5.201e+05
47.5,5.900e+05,4.390e+02,9.234e+02,5.914e+05
49.0,6.857e+05,3.937e+02,9.580e+02,6.870e+05
50.5,7.980e+05,3.781e+02,9.523e+02,7.993e+05
52.0,9.300e+05,4.526e+02,8.548e+02,9.313e+05
53.5,1.095e+06,5.135e+02,7.140e+02,1.097e+06
55.0,1.306e+06,5.743e+02,8.342e+02,1.307e+06
56.4,1.589e+06,8.285e+02,2.217e+03,1.592e+06
57.9,2.007e+06,1.036e+03,5.133e+03,2.013e+06
59.4,2.660e+06,1.772e+03,7.388e+03,2.670e+06
60.9,3.734e+06,3.388e+03,7.676e+03,3.745e+06
62.4,5.093e+06,4.776e+03,8.401e+03,5.106e+06
63.9,6.607e+06,5.807e+03,1.479e+04,6.628e+06
65.4,7.776e+06,6.172e+03,4.270e+04,7.824e+06
66.8,7.527e+06,3.789e+03,7.689e+04,7.608e+06
68.3,6.302e+06,2.405e+03,9.017e+04,6.395e+06
69.8,5.065e+06,2.699e+03,7.510e+04,5.143e+06
71.3,4.057e+06,2.560e+03,5.284e+04,4.112e+06
72.8,3.287e+06,2.138e+03,4.313e+04,3.332e+06
74.3,2.628e+06,2.429e+03,3.551e+04,2.666e+06
75.7,2.099e+06,3.102e+03,2.488e+04,2.127e+06
77.2,1.661e+06,3.745e+03,1.534e+04,1.680e+06
78.7,1.246e+06,4.621e+03,8.476e+03,1.259e+06
80.2,9.472e+05,5.462e+03,4.100e+03,9.567e+05
81.7,7.666e+05,6.042e+03,1.822e+03,7.744e+05
83.2,6.912e+05,5.876e+03,6.713e+02,6.978e+05
84.7,7.203e+05,5.163e+03,8.105e+02,7.263e+05
86.1,7.897e+05,4.678e+03,2.051e+03,7.965e+05
87.6,8.403e+05,4.149e+03,3.938e+03,8.483e+05
89.1,9.744e+05,3.377e+03,6.617e+03,9.844e+05
90.6,1.227e+06,2.682e+03,9.330e+03,1.239e+06
92.1,1.561e+06,2.288e+03,1.198e+04,1.576e+06
93.6,1.941e+06,2.075e+03,1.348e+04,1.957e+06
95.1,2.154e+06,2.102e+03,1.233e+04,2.169e+06
96.5,2.274e+06,2.706e+03,9.314e+03,2.286e+06
98.0,2.607e+06,4.128e+03,6.576e+03,2.618e+06
99.5,2.736e+06,5.582e+03,4.376e+03,2.746e+06
101.0,2.580e+06,7.031e+03,2.898e+03,2.590e+06
102.5,2.181e+06,6.802e+03,2.599e+03,2.190e+06
104.0,1.895e+06,5.642e+03,3.898e+03,1.904e+06
105.5,1.806e+06,5.996e+03,5.529e+03,1.818e+06
106.9,1.673e+06,5.165e+03,6.067e+03,1.684e+06
108.4,1.552e+06,3.314e+03,5.731e+03,1.561e+06
109.9,1.462e+06,2.548e+03,5.142e+03,1.469e+06
111.4,1.371e+06,2.343e+03,4.719e+03,1.378e+06
112.9,1.260e+06,2.220e+03,4.125e+03,1.267e+06
114.4,1.228e+06,2.334e+03,4.021e+03,1.235e+06
115.8,1.217e+06,2.779e+03,5.715e+03,1.226e+06
117.3,1.226e+06,2.643e+03,7.617e+03,1.236e+06
118.8,1.212e+06,2.829e+03,8.720e+03,1.224e+06
120.3,1.177e+06,3.557e+03,9.629e+03,1.190e+06
121.8,1.132e+06,4.895e+03,1.048e+04,1.147e+06
123.3,1.074e+06,6.983e+03,1.138e+04,1.092e+06
124.8,1.010e+06,9.268e+03,1.204e+04,1.032e+06
126.2,9.289e+05,1.130e+04,1.277e+04,9.530e+05
127.7,8.391e+05,1.209e+04,1.319e+04,8.644e+05
129.2,7.803e+05,1.300e+04,1.114e+04,8.045e+05
130.7,7.219e+05,1.807e+04,1.107e+04,7.510e+05
132.2,6.030e+05,2.196e+04,1.011e+04,6.351e+05
133.7,2.040e+05,9.523e+03,3.608e+03,2.171e+05
135.2,1.637e+04,3.146e+03,6.627e+02,2.018e+04
136.6,1.072e+04,2.827e+03,5.492e+02,1.409e+04
138.1,1.050e+04,3.705e+03,8.065e+02,1.501e+04
139.6,1.043e+04,4.736e+03,1.303e+03,1.647e+04
141.1,1.039e+04,4.559e+03,1.380e+03,1.633e+04
142.6,1.038e+04,4.392e+03,1.259e+03,1.603e+04
144.1,1.031e+04,3.586e+03,9.336e+02,1.483e+04
145.6,1.013e+04,2.711e+03,6.387e+02,1.348e+04
147.0,1.008e+04,2.252e+03,5.015e+02,1.284e+04
148.5,1.002e+04,1.857e+03,3.574e+02,1.224e+04
150.0,9.623e+03,1.560e+03,2.504e+02,1.143e+04
151.5,9.483e+03,1.422e+03,2.180e+02,1.112e+04
153.0,9.655e+03,1.277e+03,1.882e+02,1.112e+04
154.5,9.555e+03,1.078e+03,1.495e+02,1.078e+04
156.0,9.578e+03,1.030e+03,1.447e+02,1.075e+04
157.4,9.131e+03,1.073e+03,1.476e+02,1.035e+04
158.9,8.676e+03,1.100e+03,1.540e+02,9.930e+03
160.4,8.710e+03,1.088e+03,1.529e+02,9.951e+03
161.9,8.529e+03,1.129e+03,1.510e+02,9.810e+03
163.4,8.196e+03,1.161e+03,1.429e+02,9.500e+03
164.9,8.034e+03,1.265e+03,1.375e+02,9.437e+03
166.3,7.743e+03,1.648e+03,1.373e+02,9.528e+03
167.8,7.479e+03,2.690e+03,1.816e+02,1.035e+04
169.3,7.413e+03,4.803e+03,3.133e+02,1.253e+04
170.8,7.846e+03,9.337e+03,6.563e+02,1.784e+04
172.3,8.175e+03,1.047e+04,8.381e+02,1.948e+04
173.8,7.780e+03,7.485e+03,7.042e+02,1.597e+04
175.3,6.914e+03,3.598e+03,3.743e+02,1.089e+04
176.7,6.938e+03,1.385e+03,1.530e+02,8.476e+03
178.2,7.094e+03,1.285e+03,1.289e+02,8.508e+03
179.7,7.274e+03,1.808e+03,1.535e+02,9.235e+03
181.2,6.885e+03,1.556e+03,1.712e+02,8.612e+03
182.7,6.380e+03,8.283e+02,1.100e+02,7.319e+03
184.2,6.108e+03,8.513e+02,7.843e+01,7.038e+03
185.7,6.189e+03,8.734e+02,7.255e+01,7.135e+03
