freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.727e+00,1.195e+01,8.144e+02,8.331e+02
1.5,1.429e+01,2.413e+01,4.602e+02,4.986e+02
3.0,1.347e+01,2.340e+01,2.545e+01,6.232e+01
4.5,1.421e+01,2.282e+01,5.113e+02,5.483e+02
6.0,1.966e+01,2.641e+01,2.094e+03,2.140e+03
7.5,2.151e+01,2.981e+01,3.259e+03,3.311e+03
9.0,2.393e+01,3.214e+01,4.597e+03,4.653e+03
10.5,2.802e+01,3.402e+01,6.746e+03,6.808e+03
12.0,3.888e+01,3.770e+01,9.723e+03,9.800e+03
13.5,6.098e+01,4.307e+01,1.338e+04,1.349e+04
15.0,7.108e+01,4.757e+01,1.750e+04,1.762e+04
16.5,8.145e+01,5.195e+01,2.260e+04,2.274e+04
18.0,9.688e+01,5.466e+01,2.895e+04,2.910e+04
19.5,1.133e+02,5.634e+01,3.699e+04,3.716e+04
21.0,1.236e+02,5.531e+01,4.663e+04,4.681e+04
22.5,1.375e+02,4.747e+01,5.729e+04,5.748e+04
24.0,2.204e+02,6.625e+01,6.925e+04,6.954e+04
25.5,3.524e+02,1.344e+02,8.605e+04,8.654e+04
27.0,4.399e+02,9.694e+01,1.120e+05,1.125e+05
28.5,5.309e+02,1.260e+02,1.498e+05,1.504e+05
30.0,6.118e+02,2.034e+02,2.013e+05,2.021e+05
31.5,6.744e+02,2.602e+02,2.800e+05,2.809e+05
33.0,8.938e+02,2.676e+02,4.204e+05,4.215e+05
34.5,1.373e+03,7.157e+02,7.046e+05,7.067e+05
36.0,2.580e+03,1.900e+03,1.369e+06,1.373e+06
37.5,4.509e+03,4.459e+03,2.316e+06,2.325e+06
39.0,4.734e+03,7.462e+03,2.299e+06,2.311e+06
40.5,3.260e+03,8.381e+03,1.668e+06,1.680e+06
42.0,2.643e+03,6.046e+03,1.230e+06,1.238e+06
43.5,2.454e+03,4.124e+03,9.213e+05,9.279e+05
45.0,1.687e+03,3.764e+03,6.508e+05,6.562e+05
46.5,1.103e+03,3.960e+03,4.464e+05,4.515e+05
48.0,8.528e+02,4.629e+03,3.212e+05,3.267e+05
49.5,6.429e+02,4.672e+03,2.633e+05,2.686e+05
51.0,5.269e+02,5.559e+03,2.401e+05,2.462e+05
52.5,6.000e+02,7.682e+03,2.293e+05,2.375e+05
54.0,6.857e+02,9.279e+03,2.316e+05,2.416e+05
55.5,7.710e+02,1.039e+04,2.388e+05,2.499e+05
57.0,9.446e+02,1.095e+04,2.377e+05,2.496e+05
58.5,1.004e+03,1.168e+04,2.275e+05,2.402e+05
60.0,1.065e+03,1.261e+04,2.134e+05,2.271e+05
61.5,1.095e+03,1.030e+04,1.954e+05,2.068e+05
63.0,9.026e+02,6.547e+03,1.675e+05,1.750e+05
64.5,6.455e+02,4.074e+03,1.357e+05,1.404e+05
66.0,4.318e+02,2.801e+03,1.045e+05,1.078e+05
67.5,3.334e+02,2.051e+03,7.787e+04,8.026e+04
69.0,7.261e+02,1.435e+03,5.772e+04,5.988e+04
70.5,2.552e+03,9.853e+02,4.279e+04,4.633e+04
72.0,4.659e+03,1.225e+03,3.128e+04,3.716e+04
73.5,7.997e+03,2.833e+03,2.307e+04,3.390e+04
75.0,1.317e+04,7.050e+03,2.700e+04,4.721e+04
76.5,1.599e+04,8.468e+03,4.151e+04,6.597e+04
78.0,1.253e+04,6.197e+03,4.806e+04,6.679e+04
79.5,6.677e+03,1.016e+04,5.417e+04,7.100e+04
81.0,3.502e+03,1.794e+04,5.840e+04,7.985e+04
82.5,1.764e+03,2.559e+04,6.341e+04,9.077e+04
84.0,7.621e+02,3.436e+04,7.854e+04,1.137e+05
85.5,7.664e+02,3.543e+04,8.421e+04,1.204e+05
87.0,1.156e+03,3.003e+04,8.146e+04,1.127e+05
88.5,1.484e+03,2.254e+04,6.778e+04,9.180e+04
90.0,1.946e+03,1.717e+04,5.725e+04,7.637e+04
91.5,2.403e+03,1.503e+04,5.299e+04,7.043e+04
93.0,2.013e+03,1.254e+04,4.423e+04,5.878e+04
94.5,1.812e+03,1.290e+04,4.991e+04,6.462e+04
96.0,1.500e+03,1.241e+04,5.540e+04,6.931e+04
97.5,9.796e+02,1.119e+04,5.767e+04,6.984e+04
