freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.582e+01,3.842e+02,6.843e+01,4.785e+02
1.5,2.801e+01,2.236e+02,5.671e+01,3.083e+02
3.0,1.838e+01,3.604e+01,2.118e+01,7.560e+01
4.5,2.043e+01,8.455e+02,2.192e+01,8.878e+02
6.0,2.581e+01,3.420e+03,2.494e+01,3.470e+03
7.5,3.324e+01,4.408e+03,3.090e+01,4.472e+03
9.0,3.839e+01,5.481e+03,4.021e+01,5.559e+03
10.5,4.574e+01,7.700e+03,5.022e+01,7.796e+03
12.0,6.524e+01,1.011e+04,5.645e+01,1.024e+04
13.5,9.446e+01,1.367e+04,6.221e+01,1.383e+04
15.0,1.155e+02,1.867e+04,7.209e+01,1.886e+04
16.5,1.466e+02,2.394e+04,8.693e+01,2.418e+04
18.0,1.956e+02,2.949e+04,1.209e+02,2.981e+04
19.6,2.603e+02,3.478e+04,1.708e+02,3.521e+04
21.1,2.971e+02,3.921e+04,2.046e+02,3.971e+04
22.6,3.470e+02,4.256e+04,2.619e+02,4.317e+04
24.1,4.113e+02,4.173e+04,3.190e+02,4.246e+04
25.6,6.004e+02,3.085e+04,4.271e+02,3.187e+04
27.1,8.294e+02,2.929e+04,5.823e+02,3.070e+04
28.6,1.013e+03,3.562e+04,7.060e+02,3.734e+04
30.1,1.237e+03,4.052e+04,7.560e+02,4.251e+04
31.6,1.533e+03,4.533e+04,8.649e+02,4.773e+04
33.1,1.997e+03,5.242e+04,1.131e+03,5.555e+04
34.6,2.531e+03,6.082e+04,1.444e+03,6.479e+04
36.1,3.138e+03,7.154e+04,1.918e+03,7.659e+04
37.6,3.972e+03,8.309e+04,2.561e+03,8.962e+04
39.1,5.107e+03,9.901e+04,3.460e+03,1.076e+05
40.6,6.346e+03,1.180e+05,4.759e+03,1.291e+05
42.1,7.582e+03,1.390e+05,6.358e+03,1.529e+05
43.6,8.929e+03,1.651e+05,8.696e+03,1.827e+05
45.1,1.139e+04,2.029e+05,1.286e+04,2.271e+05
46.6,1.531e+04,2.591e+05,1.867e+04,2.931e+05
48.1,1.928e+04,3.246e+05,2.530e+04,3.692e+05
49.6,2.123e+04,3.945e+05,3.496e+04,4.507e+05
51.1,2.187e+04,5.028e+05,5.438e+04,5.790e+05
52.6,2.301e+04,6.178e+05,7.779e+04,7.186e+05
54.1,2.539e+04,6.967e+05,1.042e+05,8.263e+05
55.7,2.671e+04,6.987e+05,1.407e+05,8.661e+05
57.2,2.518e+04,6.143e+05,1.955e+05,8.350e+05
58.7,2.282e+04,4.796e+05,2.427e+05,7.451e+05
60.2,2.556e+04,3.971e+05,2.566e+05,6.792e+05
61.7,2.888e+04,3.748e+05,2.331e+05,6.368e+05
63.2,3.112e+04,3.516e+05,1.997e+05,5.824e+05
64.7,3.892e+04,3.095e+05,1.815e+05,5.299e+05
66.2,5.020e+04,2.872e+05,1.947e+05,5.322e+05
67.7,5.853e+04,2.673e+05,2.168e+05,5.427e+05
69.2,4.990e+04,2.449e+05,2.161e+05,5.108e+05
70.7,3.385e+04,2.423e+05,1.952e+05,4.713e+05
72.2,2.026e+04,2.609e+05,1.552e+05,4.364e+05
73.7,1.988e+04,2.691e+05,1.125e+05,4.015e+05
75.2,2.202e+04,2.315e+05,6.841e+04,3.220e+05
76.7,1.877e+04,1.740e+05,3.161e+04,2.244e+05
78.2,1.540e+04,1.217e+05,1.045e+04,1.475e+05
79.7,1.456e+04,8.296e+04,3.325e+03,1.008e+05
81.2,1.409e+04,5.622e+04,5.126e+03,7.544e+04
82.7,1.388e+04,3.819e+04,8.443e+03,6.051e+04
84.2,1.378e+04,3.854e+04,8.109e+03,6.042e+04
85.7,1.101e+04,4.980e+04,5.811e+03,6.662e+04
87.2,1.344e+04,4.965e+04,5.723e+03,6.881e+04
88.7,1.911e+04,3.880e+04,6.520e+03,6.442e+04
90.2,2.541e+04,3.359e+04,5.734e+03,6.474e+04
91.8,2.940e+04,4.165e+04,6.790e+03,7.784e+04
93.3,3.255e+04,4.332e+04,7.213e+03,8.309e+04
94.8,3.202e+04,3.435e+04,6.261e+03,7.264e+04
96.3,3.140e+04,2.532e+04,5.317e+03,6.204e+04
97.8,2.778e+04,2.008e+04,4.847e+03,5.270e+04
99.3,1.878e+04,2.702e+04,5.664e+03,5.147e+04
100.8,1.086e+04,3.696e+04,6.386e+03,5.421e+04
102.3,7.564e+03,4.240e+04,6.775e+03,5.674e+04
103.8,7.993e+03,5.213e+04,7.498e+03,6.762e+04
105.3,8.128e+03,8.331e+04,9.360e+03,1.008e+05
106.8,7.818e+03,1.212e+05,1.079e+04,1.398e+05
108.3,7.137e+03,1.355e+05,1.034e+04,1.530e+05
109.8,6.254e+03,1.397e+05,1.030e+04,1.563e+05
111.3,4.883e+03,1.439e+05,1.203e+04,1.609e+05
112.8,3.417e+03,1.639e+05,1.736e+04,1.847e+05
114.3,2.537e+03,2.109e+05,2.676e+04,2.402e+05
115.8,2.112e+03,2.804e+05,3.817e+04,3.207e+05
117.3,2.043e+03,3.765e+05,5.012e+04,4.286e+05
118.8,1.847e+03,4.941e+05,6.160e+04,5.575e+05
120.3,1.615e+03,6.041e+05,6.948e+04,6.752e+05
121.8,1.601e+03,6.754e+05,7.138e+04,7.483e+05
123.3,1.829e+03,7.066e+05,6.874e+04,7.771e+05
124.8,2.082e+03,6.936e+05,6.219e+04,7.578e+05
126.3,2.616e+03,6.431e+05,5.260e+04,6.984e+05
127.8,3.638e+03,5.787e+05,4.190e+04,6.243e+05
129.4,4.475e+03,5.278e+05,3.395e+04,5.663e+05
130.9,5.283e+03,4.785e+05,2.727e+04,5.110e+05
132.4,5.198e+03,3.680e+05,1.895e+04,3.921e+05
133.9,2.424e+03,1.085e+05,5.575e+03,1.165e+05
135.4,1.335e+03,1.697e+04,1.164e+03,1.947e+04
136.9,1.383e+03,1.652e+04,1.142e+03,1.905e+04
138.4,1.674e+03,1.927e+04,1.351e+03,2.230e+04
139.9,1.749e+03,2.336e+04,1.678e+03,2.679e+04
141.4,1.837e+03,2.759e+04,2.122e+03,3.154e+04
142.9,2.040e+03,3.117e+04,2.435e+03,3.565e+04
144.4,2.187e+03,3.543e+04,2.700e+03,4.031e+04
145.9,2.701e+03,3.870e+04,2.898e+03,4.430e+04
147.4,2.980e+03,4.069e+04,3.127e+03,4.680e+04
148.9,3.029e+03,4.275e+04,3.218e+03,4.899e+04
150.4,3.293e+03,4.021e+04,2.879e+03,4.638e+04
151.9,2.625e+03,3.810e+04,2.533e+03,4.326e+04
153.4,1.771e+03,3.947e+04,2.556e+03,4.379e+04
154.9,1.379e+03,3.697e+04,2.261e+03,4.061e+04
156.4,1.135e+03,2.993e+04,1.694e+03,3.276e+04
157.9,9.698e+02,2.611e+04,1.434e+03,2.852e+04
159.4,1.083e+03,2.746e+04,1.511e+03,3.006e+04
160.9,1.393e+03,3.258e+04,1.830e+03,3.580e+04
162.4,1.652e+03,3.809e+04,2.327e+03,4.207e+04
163.9,1.762e+03,3.970e+04,2.534e+03,4.400e+04
165.5,1.796e+03,3.926e+04,2.481e+03,4.354e+04
167.0,1.707e+03,3.993e+04,2.459e+03,4.410e+04
168.5,1.876e+03,4.122e+04,2.537e+03,4.564e+04
170.0,2.189e+03,4.350e+04,2.579e+03,4.826e+04
171.5,2.306e+03,4.497e+04,2.597e+03,4.987e+04
173.0,2.014e+03,4.805e+04,2.704e+03,5.277e+04
174.5,1.608e+03,5.372e+04,2.984e+03,5.831e+04
176.0,1.884e+03,5.288e+04,2.939e+03,5.771e+04
177.5,2.202e+03,5.559e+04,3.090e+03,6.088e+04
179.0,2.607e+03,5.905e+04,3.292e+03,6.495e+04
180.5,2.652e+03,6.176e+04,3.431e+03,6.785e+04
182.0,2.225e+03,6.331e+04,3.364e+03,6.890e+04
183.5,2.646e+03,6.768e+04,3.348e+03,7.367e+04
185.0,3.371e+03,7.486e+04,3.527e+03,8.176e+04
186.5,3.902e+03,8.068e+04,3.738e+03,8.832e+04
188.0,4.477e+03,8.351e+04,3.800e+03,9.179e+04
189.5,5.100e+03,8.212e+04,3.638e+03,9.086e+04
191.0,5.844e+03,8.126e+04,3.555e+03,9.066e+04
192.5,6.519e+03,7.990e+04,3.456e+03,8.988e+04
194.0,7.327e+03,7.802e+04,3.421e+03,8.877e+04
195.5,8.226e+03,7.153e+04,3.190e+03,8.295e+04
197.0,9.343e+03,6.726e+04,3.001e+03,7.960e+04
198.5,1.011e+04,6.822e+04,3.051e+03,8.139e+04
