freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.593e+01,4.276e+02,6.738e+01,5.209e+02
1.5,2.742e+01,2.482e+02,6.128e+01,3.369e+02
3.0,1.612e+01,4.099e+01,2.936e+01,8.647e+01
4.5,1.754e+01,1.099e+03,2.795e+01,1.145e+03
6.0,2.089e+01,4.586e+03,2.997e+01,4.636e+03
7.5,2.160e+01,7.085e+03,3.014e+01,7.137e+03
9.0,2.129e+01,1.003e+04,3.229e+01,1.008e+04
10.5,1.914e+01,1.445e+04,3.157e+01,1.450e+04
12.0,2.432e+01,2.001e+04,3.295e+01,2.007e+04
13.5,3.444e+01,2.814e+04,3.463e+01,2.820e+04
15.0,3.405e+01,3.848e+04,3.255e+01,3.855e+04
16.5,3.862e+01,4.742e+04,4.157e+01,4.750e+04
18.1,1.032e+02,4.769e+04,8.725e+01,4.788e+04
19.6,2.207e+02,4.203e+04,1.548e+02,4.241e+04
21.1,2.820e+02,4.359e+04,2.027e+02,4.407e+04
22.6,3.389e+02,4.256e+04,2.626e+02,4.316e+04
24.1,3.689e+02,4.445e+04,3.267e+02,4.515e+04
25.6,4.342e+02,4.744e+04,4.219e+02,4.830e+04
27.1,5.753e+02,5.114e+04,5.212e+02,5.224e+04
28.6,8.030e+02,4.717e+04,6.026e+02,4.858e+04
30.1,1.088e+03,4.042e+04,6.537e+02,4.217e+04
31.6,1.379e+03,4.571e+04,7.311e+02,4.782e+04
33.1,1.861e+03,5.521e+04,9.343e+02,5.800e+04
34.6,2.346e+03,6.874e+04,1.247e+03,7.233e+04
36.1,2.914e+03,8.475e+04,1.689e+03,8.935e+04
37.6,3.688e+03,9.870e+04,2.248e+03,1.046e+05
39.1,4.560e+03,1.163e+05,3.138e+03,1.240e+05
40.6,5.697e+03,1.399e+05,4.529e+03,1.501e+05
42.1,7.076e+03,1.673e+05,6.211e+03,1.806e+05
43.6,8.384e+03,2.080e+05,8.844e+03,2.252e+05
45.1,1.120e+04,2.678e+05,1.429e+04,2.933e+05
46.6,1.463e+04,3.320e+05,2.315e+04,3.698e+05
48.1,1.679e+04,3.776e+05,3.262e+04,4.270e+05
49.6,1.730e+04,4.200e+05,4.346e+04,4.807e+05
51.1,1.786e+04,4.934e+05,6.357e+04,5.748e+05
52.7,2.109e+04,5.873e+05,8.957e+04,6.979e+05
54.2,2.499e+04,6.434e+05,1.200e+05,7.883e+05
55.7,2.618e+04,6.193e+05,1.540e+05,7.995e+05
57.2,2.443e+04,5.414e+05,2.046e+05,7.704e+05
58.7,2.318e+04,4.638e+05,2.479e+05,7.349e+05
60.2,2.508e+04,4.021e+05,2.342e+05,6.614e+05
61.7,3.013e+04,3.651e+05,2.020e+05,5.972e+05
63.2,4.004e+04,3.449e+05,1.698e+05,5.547e+05
64.7,5.493e+04,3.070e+05,1.505e+05,5.124e+05
66.2,6.995e+04,2.542e+05,1.563e+05,4.804e+05
67.7,6.247e+04,2.020e+05,1.818e+05,4.463e+05
69.2,3.599e+04,1.555e+05,2.014e+05,3.928e+05
70.7,1.807e+04,1.270e+05,1.861e+05,3.312e+05
72.2,9.379e+03,1.228e+05,1.507e+05,2.829e+05
73.7,8.379e+03,1.384e+05,1.300e+05,2.768e+05
75.2,1.036e+04,1.444e+05,9.767e+04,2.524e+05
76.7,1.135e+04,1.254e+05,5.459e+04,1.913e+05
78.2,1.361e+04,9.634e+04,2.537e+04,1.353e+05
79.7,1.408e+04,7.342e+04,1.279e+04,1.003e+05
81.2,1.052e+04,5.430e+04,8.758e+03,7.358e+04
82.7,8.288e+03,3.848e+04,7.641e+03,5.441e+04
84.2,9.265e+03,4.195e+04,9.043e+03,6.025e+04
