freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.965e+03,2.281e+01,3.102e+01,2.019e+03
1.5,1.263e+03,1.066e+02,1.141e+02,1.484e+03
3.0,2.018e+02,1.356e+02,6.492e+01,4.024e+02
4.5,1.146e+03,1.659e+02,4.268e+01,1.355e+03
6.0,4.384e+03,1.631e+02,3.975e+01,4.587e+03
7.4,7.340e+03,1.521e+02,4.743e+01,7.539e+03
8.9,1.041e+04,1.266e+02,5.081e+01,1.059e+04
10.4,1.403e+04,1.486e+02,5.695e+01,1.424e+04
11.9,1.775e+04,1.576e+02,5.948e+01,1.797e+04
13.4,2.216e+04,1.282e+02,5.727e+01,2.234e+04
14.9,2.764e+04,1.397e+02,6.462e+01,2.784e+04
16.4,3.341e+04,1.504e+02,7.375e+01,3.364e+04
17.9,3.964e+04,1.529e+02,8.354e+01,3.988e+04
19.4,4.772e+04,1.367e+02,9.613e+01,4.795e+04
20.8,5.895e+04,1.223e+02,1.050e+02,5.918e+04
22.3,7.304e+04,1.220e+02,1.160e+02,7.328e+04
23.8,8.707e+04,1.271e+02,1.380e+02,8.733e+04
25.3,9.945e+04,1.277e+02,1.480e+02,9.972e+04
26.8,1.120e+05,1.348e+02,1.662e+02,1.123e+05
28.3,1.262e+05,1.577e+02,1.744e+02,1.266e+05
29.8,1.424e+05,1.532e+02,2.029e+02,1.428e+05
31.3,1.622e+05,1.505e+02,2.690e+02,1.626e+05
32.8,1.912e+05,1.330e+02,3.205e+02,1.916e+05
34.2,2.199e+05,1.331e+02,3.624e+02,2.204e+05
35.7,2.455e+05,1.294e+02,4.446e+02,2.461e+05
37.2,2.757e+05,1.164e+02,4.697e+02,2.763e+05
38.7,3.123e+05,1.113e+02,4.429e+02,3.129e+05
40.2,3.505e+05,1.158e+02,4.768e+02,3.511e+05
41.7,3.882e+05,1.206e+02,6.673e+02,3.890e+05
43.2,4.284e+05,1.400e+02,9.497e+02,4.295e+05
44.7,4.754e+05,1.415e+02,1.102e+03,4.766e+05
46.2,5.357e+05,1.406e+02,1.217e+03,5.371e+05
47.6,6.173e+05,1.412e+02,1.417e+03,6.189e+05
49.1,7.242e+05,1.633e+02,1.571e+03,7.259e+05
