freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.765e+02,4.602e+00,5.561e+00,2.867e+02
1.5,1.618e+02,1.837e+01,1.252e+01,1.927e+02
3.0,1.683e+01,1.993e+01,1.283e+01,4.959e+01
4.5,2.471e+02,2.027e+01,1.255e+01,2.799e+02
6.0,1.035e+03,2.083e+01,1.428e+01,1.070e+03
7.5,1.752e+03,2.323e+01,1.569e+01,1.791e+03
9.0,2.535e+03,2.240e+01,1.735e+01,2.575e+03
10.5,3.463e+03,2.264e+01,1.977e+01,3.506e+03
12.0,4.495e+03,2.472e+01,2.346e+01,4.543e+03
13.5,5.560e+03,2.695e+01,2.520e+01,5.612e+03
15.0,6.779e+03,2.599e+01,2.633e+01,6.832e+03
16.5,8.416e+03,2.574e+01,2.877e+01,8.471e+03
18.0,1.049e+04,2.522e+01,3.059e+01,1.054e+04
19.5,1.387e+04,2.567e+01,3.461e+01,1.393e+04
21.0,1.795e+04,2.462e+01,3.872e+01,1.801e+04
22.5,2.080e+04,2.549e+01,4.463e+01,2.087e+04
24.0,2.221e+04,6.766e+01,4.442e+01,2.233e+04
25.5,2.398e+04,1.399e+02,3.722e+01,2.416e+04
27.0,2.631e+04,4.477e+01,3.393e+01,2.639e+04
28.5,3.019e+04,3.489e+01,4.587e+01,3.027e+04
30.0,3.696e+04,3.645e+01,6.042e+01,3.706e+04
31.5,4.639e+04,3.203e+01,7.186e+01,4.650e+04
33.0,5.472e+04,3.861e+01,8.032e+01,5.484e+04
34.5,6.061e+04,3.571e+01,7.671e+01,6.072e+04
36.0,6.661e+04,3.319e+01,6.066e+01,6.670e+04
37.5,7.286e+04,3.828e+01,5.472e+01,7.295e+04
39.0,7.923e+04,4.697e+01,6.527e+01,7.934e+04
40.5,8.674e+04,6.213e+01,7.994e+01,8.688e+04
42.0,9.474e+04,5.759e+01,9.691e+01,9.489e+04
43.5,1.030e+05,5.832e+01,8.878e+01,1.031e+05
45.0,1.147e+05,7.136e+01,6.553e+01,1.148e+05
46.5,1.318e+05,7.624e+01,5.648e+01,1.319e+05
48.0,1.510e+05,1.106e+02,5.168e+01,1.511e+05
49.5,1.761e+05,1.580e+02,6.459e+01,1.763e+05
51.0,2.113e+05,2.410e+02,1.448e+02,2.117e+05
52.5,2.680e+05,3.780e+02,2.684e+02,2.687e+05
54.0,3.525e+05,4.896e+02,4.137e+02,3.534e+05
55.5,4.663e+05,5.034e+02,7.548e+02,4.676e+05
57.0,6.263e+05,4.939e+02,2.617e+03,6.295e+05
58.5,8.513e+05,1.197e+03,8.802e+03,8.613e+05
60.0,1.087e+06,2.962e+03,1.737e+04,1.107e+06
61.5,1.182e+06,4.987e+03,2.137e+04,1.209e+06
63.0,1.063e+06,5.979e+03,1.909e+04,1.088e+06
64.5,8.275e+05,6.184e+03,1.439e+04,8.480e+05
66.0,5.569e+05,5.683e+03,8.804e+03,5.714e+05
67.5,3.667e+05,5.039e+03,4.555e+03,3.763e+05
69.0,2.702e+05,4.574e+03,2.509e+03,2.773e+05
70.5,1.807e+05,3.405e+03,9.950e+02,1.851e+05
72.0,1.433e+05,3.274e+03,5.522e+02,1.471e+05
73.5,1.117e+05,4.293e+03,8.780e+02,1.169e+05
75.0,7.980e+04,6.120e+03,2.367e+03,8.828e+04
76.5,5.442e+04,6.217e+03,3.954e+03,6.459e+04
78.0,4.042e+04,4.011e+03,3.500e+03,4.793e+04
79.5,3.192e+04,2.488e+03,2.528e+03,3.693e+04
81.0,1.692e+04,1.478e+03,1.329e+03,1.973e+04
82.5,8.244e+03,1.142e+03,7.546e+02,1.014e+04
84.0,4.595e+03,1.322e+03,8.068e+02,6.723e+03
85.5,3.775e+03,1.473e+03,8.323e+02,6.081e+03
87.0,4.117e+03,1.496e+03,1.001e+03,6.615e+03
88.5,4.774e+03,1.553e+03,1.505e+03,7.833e+03
90.0,5.964e+03,1.457e+03,1.663e+03,9.083e+03
91.5,7.588e+03,1.286e+03,1.603e+03,1.048e+04
93.0,9.621e+03,1.204e+03,1.704e+03,1.253e+04
94.5,1.200e+04,1.124e+03,1.848e+03,1.498e+04
