freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.630e+03,1.320e+01,1.633e+01,1.660e+03
1.5,9.186e+02,2.034e+01,8.228e+01,1.021e+03
2.9,4.545e+01,1.921e+01,5.230e+01,1.170e+02
4.4,9.259e+02,2.577e+01,3.129e+01,9.830e+02
5.9,4.103e+03,2.629e+01,2.713e+01,4.157e+03
7.4,7.047e+03,2.853e+01,2.652e+01,7.102e+03
8.8,1.013e+04,2.978e+01,3.193e+01,1.019e+04
10.3,1.383e+04,3.066e+01,5.062e+01,1.391e+04
11.8,1.755e+04,3.871e+01,4.971e+01,1.764e+04
13.3,2.191e+04,4.839e+01,3.443e+01,2.200e+04
14.7,2.724e+04,5.435e+01,2.982e+01,2.732e+04
16.2,3.309e+04,6.080e+01,3.439e+01,3.318e+04
17.7,3.987e+04,7.609e+01,4.190e+01,3.998e+04
19.2,4.970e+04,9.684e+01,5.274e+01,4.985e+04
20.6,6.365e+04,1.209e+02,5.733e+01,6.383e+04
22.1,7.470e+04,1.399e+02,6.461e+01,7.490e+04
23.6,8.385e+04,1.539e+02,7.419e+01,8.408e+04
25.1,9.541e+04,1.830e+02,7.651e+01,9.567e+04
26.5,1.085e+05,2.226e+02,8.033e+01,1.088e+05
28.0,1.252e+05,2.560e+02,9.187e+01,1.256e+05
29.5,1.521e+05,2.589e+02,8.921e+01,1.524e+05
31.0,1.807e+05,2.766e+02,1.323e+02,1.811e+05
32.4,2.069e+05,3.369e+02,1.764e+02,2.075e+05
33.9,2.353e+05,4.326e+02,2.168e+02,2.360e+05
35.4,2.666e+05,5.396e+02,2.680e+02,2.674e+05
36.9,3.013e+05,6.625e+02,3.108e+02,3.023e+05
38.3,3.410e+05,7.984e+02,3.503e+02,3.422e+05
39.8,3.851e+05,9.518e+02,3.539e+02,3.864e+05
41.3,4.320e+05,1.073e+03,3.691e+02,4.334e+05
42.8,4.853e+05,1.217e+03,4.568e+02,4.869e+05
44.2,5.529e+05,1.584e+03,5.056e+02,5.550e+05
45.7,6.482e+05,2.126e+03,5.727e+02,6.509e+05
47.2,7.714e+05,2.881e+03,7.624e+02,7.751e+05
48.7,9.355e+05,4.081e+03,1.175e+03,9.407e+05
50.1,1.152e+06,5.735e+03,1.621e+03,1.160e+06
51.6,1.457e+06,7.609e+03,2.003e+03,1.467e+06
53.1,1.918e+06,1.008e+04,3.270e+03,1.931e+06
54.6,2.687e+06,1.281e+04,4.343e+03,2.704e+06
56.0,4.159e+06,1.896e+04,3.670e+03,4.182e+06
57.5,6.306e+06,2.725e+04,2.540e+03,6.336e+06
59.0,7.678e+06,3.061e+04,2.044e+03,7.711e+06
60.5,7.175e+06,2.833e+04,1.659e+03,7.205e+06
61.9,5.661e+06,2.560e+04,8.885e+02,5.687e+06
63.4,4.029e+06,1.937e+04,1.128e+03,4.049e+06
64.9,2.850e+06,1.313e+04,1.580e+03,2.865e+06
66.4,2.090e+06,8.949e+03,2.014e+03,2.100e+06
67.8,1.552e+06,6.648e+03,2.125e+03,1.561e+06
69.3,1.118e+06,5.528e+03,2.378e+03,1.126e+06
70.8,7.592e+05,4.213e+03,2.912e+03,7.663e+05
72.3,4.983e+05,2.650e+03,4.064e+03,5.050e+05
73.7,3.223e+05,2.345e+03,5.312e+03,3.300e+05
75.2,2.066e+05,3.580e+03,6.505e+03,2.167e+05
76.7,1.387e+05,6.037e+03,7.146e+03,1.519e+05
78.1,1.434e+05,1.061e+04,6.991e+03,1.610e+05
79.6,2.657e+05,1.952e+04,8.774e+03,2.940e+05
81.1,4.571e+05,2.772e+04,1.257e+04,4.974e+05
82.6,6.747e+05,2.817e+04,1.221e+04,7.151e+05
84.0,9.184e+05,2.429e+04,1.184e+04,9.546e+05
85.5,1.205e+06,1.854e+04,1.145e+04,1.235e+06
87.0,1.426e+06,1.193e+04,8.304e+03,1.446e+06
88.5,1.526e+06,6.541e+03,5.052e+03,1.538e+06
89.9,1.513e+06,4.074e+03,2.896e+03,1.520e+06
91.4,1.423e+06,2.916e+03,1.889e+03,1.428e+06
92.9,1.239e+06,1.810e+03,1.416e+03,1.242e+06
94.4,1.017e+06,1.477e+03,1.340e+03,1.019e+06
95.8,9.056e+05,2.159e+03,1.344e+03,9.091e+05
97.3,8.369e+05,2.839e+03,8.924e+02,8.406e+05
98.8,8.424e+05,4.125e+03,7.832e+02,8.473e+05
100.3,8.372e+05,4.941e+03,1.196e+03,8.433e+05
101.7,8.071e+05,3.061e+03,1.384e+03,8.115e+05
103.2,7.246e+05,2.825e+03,1.627e+03,7.290e+05
104.7,6.081e+05,3.044e+03,1.577e+03,6.127e+05
106.2,5.244e+05,3.455e+03,1.664e+03,5.295e+05
