freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.229e+02,3.655e+01,5.206e+01,2.115e+02
1.5,2.448e+02,1.842e+02,2.391e+02,6.681e+02
3.0,2.375e+02,2.432e+02,3.016e+02,7.822e+02
4.5,5.595e+02,2.519e+02,2.843e+02,1.096e+03
6.0,1.500e+03,2.852e+02,2.898e+02,2.075e+03
7.5,2.205e+03,3.263e+02,3.518e+02,2.883e+03
9.1,2.824e+03,3.171e+02,4.184e+02,3.560e+03
10.6,3.889e+03,3.544e+02,4.394e+02,4.682e+03
12.1,5.290e+03,4.565e+02,5.135e+02,6.260e+03
13.6,6.881e+03,6.133e+02,6.381e+02,8.133e+03
15.1,8.215e+03,7.281e+02,7.110e+02,9.654e+03
16.6,9.746e+03,8.476e+02,7.920e+02,1.139e+04
18.1,1.142e+04,7.853e+02,7.944e+02,1.300e+04
19.6,1.370e+04,7.671e+02,7.177e+02,1.518e+04
21.1,1.643e+04,8.222e+02,8.521e+02,1.810e+04
22.6,1.838e+04,7.990e+02,1.017e+03,2.020e+04
24.1,1.990e+04,6.900e+02,1.101e+03,2.169e+04
25.6,2.262e+04,5.888e+02,1.154e+03,2.437e+04
27.2,2.660e+04,5.849e+02,1.212e+03,2.840e+04
28.7,3.068e+04,5.263e+02,1.016e+03,3.222e+04
30.2,3.535e+04,4.186e+02,8.154e+02,3.658e+04
31.7,4.080e+04,3.477e+02,6.612e+02,4.181e+04
33.2,4.515e+04,3.018e+02,5.156e+02,4.597e+04
34.7,4.896e+04,2.874e+02,4.786e+02,4.973e+04
36.2,5.236e+04,2.766e+02,4.406e+02,5.308e+04
37.7,5.672e+04,3.103e+02,3.924e+02,5.742e+04
39.2,6.248e+04,2.981e+02,3.961e+02,6.317e+04
40.7,6.938e+04,3.823e+02,5.088e+02,7.027e+04
42.2,7.284e+04,6.643e+02,9.150e+02,7.442e+04
43.7,7.434e+04,5.350e+02,7.377e+02,7.561e+04
45.3,7.250e+04,5.074e+02,5.528e+02,7.356e+04
46.8,6.115e+04,6.068e+02,6.428e+02,6.240e+04
48.3,3.692e+04,7.107e+02,7.517e+02,3.838e+04
49.8,1.974e+04,8.735e+02,9.306e+02,2.154e+04
51.3,1.808e+04,9.219e+02,1.060e+03,2.007e+04
52.8,1.971e+04,1.007e+03,1.239e+03,2.195e+04
54.3,2.277e+04,1.195e+03,1.404e+03,2.537e+04
55.8,2.726e+04,1.515e+03,1.645e+03,3.042e+04
57.3,3.157e+04,1.815e+03,2.072e+03,3.546e+04
58.8,3.567e+04,2.004e+03,2.610e+03,4.028e+04
60.3,4.054e+04,1.872e+03,2.974e+03,4.539e+04
61.8,4.676e+04,1.550e+03,3.345e+03,5.165e+04
63.4,4.425e+04,1.556e+03,4.300e+03,5.011e+04
64.9,3.500e+04,1.437e+03,5.082e+03,4.152e+04
66.4,2.440e+04,1.212e+03,4.749e+03,3.036e+04
