freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.872e+01,2.172e+03,4.471e+01,2.236e+03
1.5,3.876e+01,1.226e+03,5.968e+01,1.325e+03
3.0,3.568e+01,4.420e+01,3.149e+01,1.114e+02
4.5,3.740e+01,9.962e+02,2.462e+01,1.058e+03
5.9,3.360e+01,4.362e+03,2.467e+01,4.420e+03
7.4,4.046e+01,7.265e+03,2.794e+01,7.334e+03
8.9,4.668e+01,1.035e+04,3.153e+01,1.043e+04
10.4,4.368e+01,1.436e+04,3.585e+01,1.444e+04
11.9,4.920e+01,2.006e+04,3.902e+01,2.014e+04
13.4,4.702e+01,2.872e+04,3.775e+01,2.880e+04
14.8,4.039e+01,3.910e+04,3.599e+01,3.918e+04
16.3,4.918e+01,4.885e+04,4.435e+01,4.894e+04
17.8,6.269e+01,5.961e+04,5.740e+01,5.973e+04
19.3,7.238e+01,7.363e+04,7.836e+01,7.378e+04
20.8,6.989e+01,9.131e+04,1.026e+02,9.148e+04
22.3,7.709e+01,1.120e+05,1.279e+02,1.122e+05
23.7,9.773e+01,1.368e+05,1.662e+02,1.371e+05
25.2,1.184e+02,1.688e+05,2.499e+02,1.691e+05
26.7,1.171e+02,2.100e+05,3.629e+02,2.104e+05
28.2,8.209e+01,2.607e+05,4.992e+02,2.613e+05
29.7,6.182e+01,3.256e+05,6.501e+02,3.263e+05
31.2,1.087e+02,4.169e+05,8.183e+02,4.178e+05
32.7,2.863e+02,5.534e+05,1.147e+03,5.548e+05
34.1,6.903e+02,7.475e+05,1.321e+03,7.495e+05
35.6,1.137e+03,1.038e+06,2.002e+03,1.041e+06
37.1,1.252e+03,1.520e+06,3.786e+03,1.525e+06
38.6,1.485e+03,2.485e+06,8.558e+03,2.495e+06
40.1,6.716e+03,4.472e+06,2.020e+04,4.499e+06
41.6,3.798e+04,6.783e+06,3.957e+04,6.861e+06
43.0,5.372e+04,6.484e+06,5.046e+04,6.588e+06
44.5,2.395e+04,5.027e+06,5.003e+04,5.101e+06
46.0,3.850e+03,3.658e+06,4.976e+04,3.712e+06
47.5,6.699e+02,2.490e+06,4.295e+04,2.533e+06
49.0,4.357e+02,1.753e+06,2.558e+04,1.779e+06
50.5,7.561e+02,1.399e+06,2.225e+04,1.422e+06
51.9,9.595e+02,1.178e+06,3.019e+04,1.209e+06
53.4,1.272e+03,1.032e+06,5.154e+04,1.085e+06
54.9,1.347e+03,9.315e+05,6.373e+04,9.965e+05
56.4,1.293e+03,8.581e+05,5.668e+04,9.161e+05
57.9,8.395e+02,7.947e+05,5.529e+04,8.508e+05
59.4,3.837e+02,8.162e+05,4.571e+04,8.623e+05
60.9,2.447e+02,8.152e+05,3.751e+04,8.530e+05
