freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.563e+01,2.608e+03,3.780e+01,2.691e+03
1.5,1.901e+02,2.210e+03,1.273e+02,2.528e+03
3.0,2.222e+02,9.629e+02,8.131e+01,1.266e+03
4.5,2.058e+02,1.909e+03,5.710e+01,2.172e+03
6.0,2.174e+02,5.428e+03,5.641e+01,5.702e+03
7.5,2.510e+02,8.451e+03,5.855e+01,8.761e+03
9.0,2.672e+02,1.128e+04,6.247e+01,1.161e+04
10.4,2.148e+02,1.515e+04,6.182e+01,1.543e+04
11.9,2.274e+02,2.004e+04,5.848e+01,2.033e+04
13.4,2.223e+02,2.684e+04,5.838e+01,2.712e+04
14.9,2.122e+02,3.622e+04,5.451e+01,3.649e+04
16.4,2.268e+02,4.647e+04,5.666e+01,4.675e+04
17.9,2.283e+02,5.574e+04,5.510e+01,5.602e+04
19.4,2.453e+02,6.715e+04,5.827e+01,6.746e+04
20.9,2.424e+02,8.161e+04,5.501e+01,8.191e+04
22.4,2.210e+02,9.833e+04,5.419e+01,9.860e+04
23.9,2.569e+02,1.171e+05,6.340e+01,1.174e+05
25.4,2.854e+02,1.394e+05,6.414e+01,1.398e+05
26.9,2.631e+02,1.676e+05,5.678e+01,1.679e+05
28.3,2.920e+02,2.038e+05,6.572e+01,2.041e+05
29.8,2.825e+02,2.499e+05,8.494e+01,2.502e+05
31.3,2.783e+02,3.137e+05,1.015e+02,3.141e+05
32.8,2.955e+02,4.080e+05,1.181e+02,4.084e+05
34.3,3.327e+02,5.464e+05,1.991e+02,5.469e+05
35.8,3.328e+02,7.688e+05,3.744e+02,7.695e+05
37.3,3.760e+02,1.159e+06,9.159e+02,1.161e+06
38.8,5.196e+02,1.817e+06,2.365e+03,1.820e+06
40.3,5.862e+02,3.041e+06,4.723e+03,3.047e+06
41.8,1.524e+03,5.793e+06,7.614e+03,5.802e+06
43.3,6.843e+03,8.933e+06,1.402e+04,8.954e+06
44.8,9.287e+03,8.243e+06,1.995e+04,8.272e+06
46.3,5.732e+03,6.195e+06,2.394e+04,6.225e+06
47.7,2.941e+03,4.880e+06,1.881e+04,4.902e+06
49.2,1.337e+03,3.796e+06,1.450e+04,3.812e+06
50.7,8.129e+02,2.734e+06,1.838e+04,2.753e+06
52.2,7.082e+02,2.062e+06,3.435e+04,2.097e+06
53.7,9.175e+02,1.731e+06,4.822e+04,1.780e+06
55.2,1.293e+03,1.533e+06,4.205e+04,1.576e+06
56.7,1.522e+03,1.316e+06,2.965e+04,1.347e+06
58.2,1.845e+03,1.119e+06,2.129e+04,1.142e+06
59.7,2.322e+03,1.003e+06,1.867e+04,1.024e+06
61.2,2.480e+03,9.096e+05,2.117e+04,9.332e+05
62.7,2.547e+03,8.456e+05,1.993e+04,8.681e+05
64.2,2.585e+03,7.686e+05,1.548e+04,7.867e+05
65.6,2.383e+03,6.807e+05,1.271e+04,6.958e+05
67.1,2.182e+03,6.087e+05,1.154e+04,6.224e+05
68.6,1.884e+03,5.401e+05,9.624e+03,5.516e+05
70.1,1.842e+03,4.604e+05,6.455e+03,4.687e+05
71.6,2.318e+03,3.747e+05,1.455e+04,3.916e+05
73.1,2.934e+03,3.054e+05,3.101e+04,3.394e+05
74.6,3.745e+03,2.620e+05,3.702e+04,3.028e+05
76.1,6.081e+03,2.330e+05,3.608e+04,2.752e+05
77.6,1.370e+04,2.163e+05,3.302e+04,2.630e+05
79.1,3.467e+04,2.277e+05,2.998e+04,2.924e+05
80.6,5.247e+04,2.323e+05,2.406e+04,3.088e+05
82.1,5.639e+04,2.185e+05,1.645e+04,2.913e+05
83.5,4.736e+04,1.924e+05,1.117e+04,2.509e+05
85.0,3.517e+04,1.682e+05,7.995e+03,2.114e+05
86.5,2.924e+04,1.531e+05,6.296e+03,1.887e+05
88.0,2.342e+04,1.409e+05,5.877e+03,1.703e+05
89.5,1.458e+04,1.321e+05,5.553e+03,1.523e+05
91.0,8.461e+03,1.255e+05,5.089e+03,1.391e+05
92.5,7.126e+03,1.171e+05,5.136e+03,1.293e+05
