freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.531e+01,8.186e+01,7.283e+02,8.654e+02
1.5,3.003e+02,3.468e+02,7.232e+02,1.370e+03
3.0,3.447e+02,4.149e+02,4.280e+02,1.188e+03
4.4,3.515e+02,4.541e+02,6.937e+02,1.499e+03
5.9,3.301e+02,4.465e+02,1.627e+03,2.404e+03
7.4,3.135e+02,4.251e+02,2.280e+03,3.019e+03
8.9,3.263e+02,4.461e+02,3.009e+03,3.781e+03
10.4,3.121e+02,4.243e+02,4.180e+03,4.917e+03
11.8,2.822e+02,4.194e+02,5.636e+03,6.338e+03
13.3,3.199e+02,4.837e+02,7.656e+03,8.460e+03
14.8,3.130e+02,5.158e+02,1.022e+04,1.105e+04
16.3,3.164e+02,5.287e+02,1.307e+04,1.392e+04
17.8,3.841e+02,6.070e+02,1.681e+04,1.780e+04
19.3,4.243e+02,7.488e+02,2.139e+04,2.256e+04
20.7,4.089e+02,9.215e+02,2.774e+04,2.907e+04
22.2,3.703e+02,9.699e+02,3.501e+04,3.635e+04
23.7,3.087e+02,8.797e+02,3.713e+04,3.832e+04
25.2,2.963e+02,8.936e+02,4.306e+04,4.425e+04
26.7,2.600e+02,7.247e+02,5.386e+04,5.484e+04
28.1,2.402e+02,7.008e+02,7.282e+04,7.376e+04
29.6,2.626e+02,1.039e+03,1.014e+05,1.027e+05
31.1,2.764e+02,1.560e+03,1.474e+05,1.492e+05
32.6,3.188e+02,2.551e+03,2.257e+05,2.285e+05
34.1,4.376e+02,5.462e+03,3.819e+05,3.878e+05
35.5,9.634e+02,1.683e+04,7.415e+05,7.593e+05
37.0,1.940e+03,3.547e+04,1.295e+06,1.333e+06
38.5,1.997e+03,4.187e+04,1.746e+06,1.790e+06
40.0,1.334e+03,3.871e+04,1.847e+06,1.887e+06
41.5,7.074e+02,3.089e+04,1.531e+06,1.562e+06
42.9,4.687e+02,2.218e+04,1.081e+06,1.104e+06
44.4,4.002e+02,1.574e+04,7.475e+05,7.637e+05
45.9,3.869e+02,1.121e+04,5.304e+05,5.420e+05
47.4,4.303e+02,7.743e+03,4.044e+05,4.125e+05
48.9,4.303e+02,5.731e+03,3.349e+05,3.411e+05
50.4,4.374e+02,5.451e+03,2.838e+05,2.897e+05
51.8,4.369e+02,5.526e+03,2.447e+05,2.506e+05
53.3,4.043e+02,5.504e+03,2.153e+05,2.212e+05
54.8,3.860e+02,5.936e+03,1.895e+05,1.958e+05
56.3,3.831e+02,6.137e+03,1.682e+05,1.748e+05
57.8,3.342e+02,6.526e+03,1.529e+05,1.598e+05
59.2,3.236e+02,7.303e+03,1.418e+05,1.494e+05
60.7,3.192e+02,8.962e+03,1.297e+05,1.390e+05
62.2,2.689e+02,1.082e+04,1.151e+05,1.262e+05
63.7,2.910e+02,1.021e+04,9.536e+04,1.059e+05
65.2,3.428e+02,6.852e+03,7.378e+04,8.097e+04
66.6,3.078e+02,4.630e+03,5.564e+04,6.058e+04
68.1,3.103e+02,4.410e+03,4.411e+04,4.883e+04
69.6,4.668e+02,4.440e+03,3.825e+04,4.315e+04
71.1,6.945e+02,4.390e+03,3.638e+04,4.147e+04
72.6,1.060e+03,4.553e+03,3.619e+04,4.180e+04
74.1,9.459e+02,4.320e+03,3.625e+04,4.152e+04
75.5,5.121e+02,4.902e+03,3.550e+04,4.091e+04
77.0,4.643e+02,6.446e+03,3.456e+04,4.148e+04
78.5,3.718e+02,9.052e+03,3.483e+04,4.426e+04
80.0,3.058e+02,1.333e+04,3.500e+04,4.863e+04
81.5,2.913e+02,2.024e+04,3.509e+04,5.562e+04
82.9,2.707e+02,2.746e+04,3.217e+04,5.991e+04
84.4,2.845e+02,2.791e+04,2.359e+04,5.178e+04
85.9,3.694e+02,1.996e+04,1.343e+04,3.376e+04
87.4,5.194e+02,1.367e+04,8.499e+03,2.269e+04
88.9,6.579e+02,9.299e+03,5.164e+03,1.512e+04
90.3,7.163e+02,4.814e+03,2.976e+03,8.506e+03
91.8,7.382e+02,2.680e+03,2.193e+03,5.612e+03
93.3,8.526e+02,2.347e+03,2.319e+03,5.518e+03
94.8,9.882e+02,3.583e+03,3.271e+03,7.842e+03
96.3,1.340e+03,4.237e+03,4.111e+03,9.688e+03
97.7,1.384e+03,3.708e+03,6.408e+03,1.150e+04
99.2,1.274e+03,3.843e+03,7.512e+03,1.263e+04
100.7,1.157e+03,4.018e+03,7.856e+03,1.303e+04
102.2,1.247e+03,4.038e+03,7.813e+03,1.310e+04
103.7,1.789e+03,4.635e+03,7.831e+03,1.425e+04
105.2,2.634e+03,6.455e+03,8.600e+03,1.769e+04
106.6,3.715e+03,9.100e+03,1.128e+04,2.409e+04
108.1,4.329e+03,1.050e+04,1.348e+04,2.831e+04
109.6,4.052e+03,1.198e+04,1.318e+04,2.921e+04
111.1,3.466e+03,1.427e+04,1.087e+04,2.860e+04
112.6,3.410e+03,1.676e+04,9.421e+03,2.959e+04
114.0,3.218e+03,1.960e+04,8.286e+03,3.110e+04
115.5,2.715e+03,2.297e+04,6.221e+03,3.191e+04
117.0,2.167e+03,2.862e+04,7.533e+03,3.832e+04
118.5,1.319e+03,3.941e+04,1.300e+04,5.373e+04
120.0,9.481e+02,4.529e+04,1.935e+04,6.558e+04
121.4,9.726e+02,4.472e+04,2.498e+04,7.068e+04
122.9,1.172e+03,4.021e+04,2.913e+04,7.052e+04
124.4,1.388e+03,3.583e+04,3.361e+04,7.083e+04
125.9,1.789e+03,3.115e+04,3.774e+04,7.067e+04
127.4,2.252e+03,2.737e+04,4.422e+04,7.384e+04
128.8,2.822e+03,2.423e+04,5.189e+04,7.895e+04
130.3,3.031e+03,1.979e+04,5.807e+04,8.090e+04
131.8,2.813e+03,1.374e+04,5.667e+04,7.322e+04
133.3,1.465e+03,5.658e+03,2.692e+04,3.405e+04
134.8,4.543e+02,1.249e+03,3.702e+03,5.405e+03
136.3,3.675e+02,9.454e+02,2.196e+03,3.509e+03
137.7,4.163e+02,9.331e+02,2.170e+03,3.520e+03
139.2,3.710e+02,9.957e+02,1.962e+03,3.329e+03
140.7,3.771e+02,1.102e+03,2.047e+03,3.526e+03
142.2,3.847e+02,1.192e+03,1.890e+03,3.467e+03
143.7,3.537e+02,1.133e+03,1.615e+03,3.102e+03
145.1,3.060e+02,1.014e+03,1.466e+03,2.786e+03
146.6,2.641e+02,9.701e+02,1.425e+03,2.659e+03
148.1,2.494e+02,9.441e+02,1.419e+03,2.612e+03
149.6,3.072e+02,9.377e+02,1.445e+03,2.690e+03
151.1,3.508e+02,8.404e+02,1.437e+03,2.628e+03
152.5,4.173e+02,7.997e+02,1.389e+03,2.606e+03
154.0,6.196e+02,7.278e+02,1.268e+03,2.615e+03
155.5,7.458e+02,6.491e+02,1.210e+03,2.605e+03
157.0,9.961e+02,5.591e+02,1.171e+03,2.727e+03
158.5,1.124e+03,3.982e+02,1.082e+03,2.605e+03
159.9,1.089e+03,3.532e+02,1.131e+03,2.573e+03
161.4,1.109e+03,3.613e+02,1.162e+03,2.633e+03
162.9,1.182e+03,3.170e+02,1.158e+03,2.657e+03
164.4,1.254e+03,2.850e+02,1.104e+03,2.643e+03
165.9,1.333e+03,3.163e+02,9.389e+02,2.588e+03
167.4,1.282e+03,3.677e+02,8.513e+02,2.501e+03
168.8,1.277e+03,4.508e+02,9.240e+02,2.651e+03
170.3,1.165e+03,5.048e+02,9.441e+02,2.614e+03
171.8,1.104e+03,5.600e+02,7.921e+02,2.456e+03
173.3,1.087e+03,5.744e+02,7.753e+02,2.436e+03
174.8,1.014e+03,5.850e+02,9.586e+02,2.558e+03
176.2,9.510e+02,5.622e+02,9.772e+02,2.490e+03
177.7,7.723e+02,5.322e+02,1.121e+03,2.426e+03
179.2,7.367e+02,4.882e+02,1.155e+03,2.380e+03
180.7,7.379e+02,4.160e+02,1.151e+03,2.305e+03
182.2,7.837e+02,3.210e+02,1.000e+03,2.105e+03
183.6,8.055e+02,3.290e+02,9.631e+02,2.098e+03
185.1,9.099e+02,3.356e+02,1.015e+03,2.261e+03
186.6,1.036e+03,3.496e+02,1.075e+03,2.461e+03
188.1,1.090e+03,3.547e+02,1.089e+03,2.534e+03
189.6,1.268e+03,4.472e+02,1.412e+03,3.128e+03
191.1,1.357e+03,5.393e+02,1.976e+03,3.872e+03
192.5,1.687e+03,6.344e+02,2.616e+03,4.937e+03
194.0,1.615e+03,7.256e+02,2.493e+03,4.833e+03
195.5,1.060e+03,9.651e+02,1.978e+03,4.002e+03
197.0,9.169e+02,1.206e+03,1.816e+03,3.939e+03
198.5,9.123e+02,1.332e+03,1.755e+03,3.999e+03
199.9,8.728e+02,1.324e+03,1.592e+03,3.788e+03
