freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.412e+01,2.571e+03,6.695e+01,2.663e+03
1.5,4.440e+01,1.467e+03,1.141e+02,1.625e+03
3.0,3.855e+01,4.939e+01,5.786e+01,1.458e+02
4.5,3.977e+01,1.014e+03,3.626e+01,1.090e+03
5.9,4.071e+01,4.449e+03,2.997e+01,4.520e+03
7.4,4.369e+01,7.243e+03,2.858e+01,7.315e+03
8.9,4.452e+01,1.028e+04,2.752e+01,1.035e+04
10.4,5.149e+01,1.449e+04,2.814e+01,1.457e+04
11.9,6.415e+01,1.975e+04,2.805e+01,1.985e+04
13.4,5.532e+01,2.665e+04,2.598e+01,2.673e+04
14.8,5.000e+01,3.579e+04,2.632e+01,3.586e+04
16.3,4.899e+01,4.540e+04,2.574e+01,4.548e+04
17.8,5.025e+01,5.549e+04,2.897e+01,5.557e+04
19.3,5.178e+01,6.779e+04,3.334e+01,6.788e+04
20.8,6.662e+01,8.306e+04,4.101e+01,8.317e+04
22.3,9.790e+01,1.022e+05,5.756e+01,1.024e+05
23.8,1.164e+02,1.241e+05,1.015e+02,1.243e+05
25.2,9.561e+01,1.477e+05,1.510e+02,1.480e+05
26.7,9.129e+01,1.775e+05,1.922e+02,1.778e+05
28.2,1.202e+02,2.164e+05,2.625e+02,2.168e+05
29.7,1.863e+02,2.664e+05,3.653e+02,2.669e+05
31.2,3.184e+02,3.311e+05,5.201e+02,3.320e+05
32.7,4.702e+02,4.274e+05,5.235e+02,4.284e+05
34.2,5.886e+02,5.759e+05,6.886e+02,5.771e+05
35.6,8.136e+02,7.888e+05,1.115e+03,7.907e+05
37.1,1.167e+03,1.111e+06,1.966e+03,1.114e+06
38.6,1.813e+03,1.677e+06,4.647e+03,1.683e+06
40.1,3.698e+03,2.874e+06,1.454e+04,2.893e+06
41.6,1.015e+04,5.647e+06,4.144e+04,5.699e+06
43.1,1.748e+04,9.694e+06,9.043e+04,9.802e+06
44.5,1.507e+04,1.023e+07,1.433e+05,1.039e+07
46.0,9.564e+03,7.759e+06,1.610e+05,7.930e+06
47.5,6.536e+03,5.798e+06,1.209e+05,5.925e+06
49.0,5.571e+03,4.313e+06,1.011e+05,4.420e+06
50.5,4.747e+03,2.987e+06,1.181e+05,3.109e+06
52.0,3.513e+03,1.994e+06,1.545e+05,2.152e+06
53.5,3.637e+03,1.461e+06,1.840e+05,1.649e+06
54.9,5.420e+03,1.297e+06,1.490e+05,1.452e+06
56.4,5.923e+03,1.200e+06,9.804e+04,1.304e+06
57.9,5.269e+03,1.114e+06,6.950e+04,1.189e+06
59.4,4.491e+03,1.036e+06,5.462e+04,1.096e+06
60.9,3.880e+03,9.570e+05,4.000e+04,1.001e+06
62.4,2.918e+03,8.674e+05,2.984e+04,9.001e+05
63.8,2.373e+03,7.904e+05,2.921e+04,8.220e+05
65.3,2.852e+03,7.383e+05,3.196e+04,7.731e+05
66.8,4.292e+03,6.730e+05,3.274e+04,7.101e+05
68.3,5.711e+03,6.049e+05,2.970e+04,6.404e+05
69.8,7.892e+03,5.127e+05,2.201e+04,5.426e+05
71.3,1.091e+04,4.072e+05,2.018e+04,4.383e+05
72.8,1.477e+04,3.339e+05,2.986e+04,3.785e+05
74.2,2.317e+04,2.833e+05,3.751e+04,3.440e+05
75.7,3.519e+04,2.452e+05,3.788e+04,3.183e+05
77.2,4.732e+04,2.162e+05,3.434e+04,2.979e+05
78.7,5.068e+04,1.901e+05,2.919e+04,2.700e+05
80.2,4.479e+04,1.701e+05,2.443e+04,2.394e+05
81.7,3.894e+04,1.664e+05,2.011e+04,2.255e+05
83.2,3.243e+04,1.773e+05,1.718e+04,2.269e+05
84.6,2.549e+04,1.929e+05,1.554e+04,2.340e+05
86.1,2.284e+04,1.981e+05,1.346e+04,2.344e+05
87.6,1.663e+04,2.044e+05,1.298e+04,2.340e+05
89.1,1.160e+04,2.061e+05,1.162e+04,2.293e+05
90.6,8.533e+03,2.036e+05,1.015e+04,2.223e+05
92.1,6.508e+03,1.982e+05,9.277e+03,2.139e+05
93.5,6.679e+03,1.871e+05,8.837e+03,2.027e+05
95.0,9.915e+03,1.742e+05,8.899e+03,1.930e+05
96.5,1.212e+04,1.605e+05,8.725e+03,1.813e+05
98.0,1.204e+04,1.532e+05,9.076e+03,1.743e+05
99.5,1.054e+04,1.529e+05,9.524e+03,1.730e+05
101.0,1.336e+04,1.488e+05,8.901e+03,1.711e+05
102.5,2.667e+04,1.425e+05,8.084e+03,1.773e+05
103.9,4.364e+04,1.318e+05,6.967e+03,1.824e+05
105.4,5.054e+04,1.156e+05,5.296e+03,1.715e+05
106.9,5.976e+04,9.395e+04,3.361e+03,1.571e+05
108.4,6.286e+04,7.859e+04,1.954e+03,1.434e+05
109.9,6.673e+04,6.210e+04,1.580e+03,1.304e+05
111.4,6.648e+04,4.925e+04,2.895e+03,1.186e+05
112.8,5.968e+04,4.043e+04,4.492e+03,1.046e+05
114.3,5.159e+04,4.173e+04,5.878e+03,9.920e+04
115.8,5.221e+04,6.453e+04,8.442e+03,1.252e+05
117.3,5.001e+04,9.462e+04,1.145e+04,1.561e+05
118.8,3.876e+04,1.260e+05,1.426e+04,1.790e+05
120.3,3.112e+04,1.308e+05,1.333e+04,1.752e+05
121.8,2.645e+04,1.301e+05,1.270e+04,1.692e+05
123.2,2.581e+04,1.244e+05,1.204e+04,1.622e+05
124.7,2.504e+04,1.147e+05,1.158e+04,1.514e+05
126.2,2.021e+04,1.248e+05,1.442e+04,1.595e+05
127.7,1.333e+04,1.737e+05,2.118e+04,2.082e+05
129.2,8.580e+03,2.536e+05,3.033e+04,2.925e+05
130.7,8.750e+03,3.164e+05,3.672e+04,3.619e+05
132.1,9.423e+03,3.328e+05,3.863e+04,3.809e+05
133.6,5.119e+03,1.408e+05,1.635e+04,1.623e+05
135.1,3.356e+03,3.084e+04,3.268e+03,3.747e+04
136.6,3.587e+03,2.386e+04,2.470e+03,2.992e+04
