freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.406e+03,1.860e+01,1.704e+01,2.442e+03
1.5,1.425e+03,4.380e+01,2.742e+01,1.496e+03
3.0,1.209e+02,4.209e+01,2.367e+01,1.867e+02
4.5,1.179e+03,4.800e+01,2.339e+01,1.250e+03
6.0,4.502e+03,4.729e+01,2.624e+01,4.576e+03
7.5,7.508e+03,4.552e+01,2.895e+01,7.582e+03
9.0,1.080e+04,4.592e+01,3.373e+01,1.088e+04
10.5,1.501e+04,4.760e+01,4.083e+01,1.510e+04
12.0,1.973e+04,4.928e+01,4.468e+01,1.982e+04
13.5,2.328e+04,4.564e+01,4.334e+01,2.337e+04
15.0,2.863e+04,4.412e+01,4.715e+01,2.872e+04
16.5,3.547e+04,4.356e+01,5.490e+01,3.557e+04
18.0,4.295e+04,4.545e+01,6.682e+01,4.306e+04
19.6,5.144e+04,4.467e+01,8.378e+01,5.157e+04
21.1,6.173e+04,4.222e+01,9.346e+01,6.186e+04
22.6,7.376e+04,4.216e+01,1.104e+02,7.392e+04
24.1,8.690e+04,4.847e+01,1.335e+02,8.708e+04
25.6,1.009e+05,5.702e+01,1.401e+02,1.011e+05
27.1,1.174e+05,5.232e+01,1.448e+02,1.176e+05
28.6,1.365e+05,5.271e+01,1.585e+02,1.367e+05
30.1,1.572e+05,4.968e+01,2.066e+02,1.575e+05
31.6,1.782e+05,4.998e+01,3.052e+02,1.785e+05
33.1,2.016e+05,5.549e+01,3.797e+02,2.021e+05
34.6,2.280e+05,6.638e+01,4.205e+02,2.284e+05
36.1,2.574e+05,7.908e+01,4.315e+02,2.580e+05
37.6,2.925e+05,8.742e+01,4.017e+02,2.930e+05
39.1,3.344e+05,8.678e+01,4.262e+02,3.349e+05
40.6,3.839e+05,8.488e+01,4.829e+02,3.845e+05
42.1,4.431e+05,8.660e+01,5.511e+02,4.437e+05
43.6,5.081e+05,8.233e+01,6.325e+02,5.088e+05
45.1,5.850e+05,6.476e+01,7.114e+02,5.858e+05
46.6,6.684e+05,5.137e+01,5.060e+02,6.690e+05
48.1,7.632e+05,5.857e+01,2.477e+02,7.635e+05
49.6,8.905e+05,8.146e+01,6.152e+02,8.912e+05
51.1,1.049e+06,8.292e+01,1.426e+03,1.050e+06
52.6,1.244e+06,6.322e+01,2.748e+03,1.247e+06
54.1,1.521e+06,6.081e+01,3.832e+03,1.525e+06
55.7,1.931e+06,9.219e+01,4.755e+03,1.936e+06
57.2,2.530e+06,2.604e+02,5.558e+03,2.536e+06
58.7,3.408e+06,7.895e+02,6.335e+03,3.415e+06
60.2,5.026e+06,1.472e+03,9.421e+03,5.037e+06
61.7,8.926e+06,4.821e+03,1.501e+04,8.946e+06
63.2,1.402e+07,1.494e+04,1.153e+04,1.404e+07
64.7,1.389e+07,1.778e+04,6.535e+03,1.391e+07
66.2,1.040e+07,8.538e+03,2.098e+04,1.043e+07
67.7,7.266e+06,2.123e+03,4.553e+04,7.313e+06
69.2,4.938e+06,1.726e+03,7.958e+04,5.019e+06
70.7,3.475e+06,3.635e+03,1.230e+05,3.602e+06
72.2,2.657e+06,4.320e+03,1.258e+05,2.787e+06
73.7,2.138e+06,4.850e+03,9.888e+04,2.241e+06
75.2,1.664e+06,4.780e+03,6.389e+04,1.732e+06
76.7,1.176e+06,3.325e+03,3.307e+04,1.213e+06
78.2,8.602e+05,3.694e+03,1.544e+04,8.794e+05
79.7,7.886e+05,8.511e+03,8.883e+03,8.060e+05
81.2,9.710e+05,1.214e+04,5.286e+03,9.884e+05
82.7,1.075e+06,1.202e+04,2.590e+03,1.089e+06
84.2,1.064e+06,1.258e+04,2.633e+03,1.079e+06
85.7,1.345e+06,6.733e+03,8.199e+03,1.360e+06
87.2,1.914e+06,3.502e+03,1.706e+04,1.935e+06
88.7,2.370e+06,1.061e+04,2.213e+04,2.403e+06
90.2,2.411e+06,1.589e+04,2.024e+04,2.447e+06
91.7,2.173e+06,1.888e+04,1.744e+04,2.210e+06
93.3,2.341e+06,3.674e+04,2.110e+04,2.399e+06
94.8,2.520e+06,5.847e+04,1.900e+04,2.597e+06
96.3,2.490e+06,6.821e+04,1.261e+04,2.571e+06
97.8,2.396e+06,6.451e+04,7.213e+03,2.468e+06
99.3,2.161e+06,4.260e+04,3.246e+03,2.207e+06
100.8,2.137e+06,4.175e+04,3.315e+03,2.182e+06
102.3,2.067e+06,4.173e+04,3.746e+03,2.113e+06
103.8,1.834e+06,2.911e+04,2.749e+03,1.866e+06
105.3,1.601e+06,2.023e+04,1.677e+03,1.623e+06
106.8,1.381e+06,1.422e+04,9.590e+02,1.397e+06
108.3,1.209e+06,1.244e+04,8.527e+02,1.223e+06
109.8,1.067e+06,1.248e+04,1.076e+03,1.081e+06
111.3,9.585e+05,1.343e+04,1.167e+03,9.731e+05
112.8,8.637e+05,1.401e+04,1.189e+03,8.789e+05
114.3,7.778e+05,1.480e+04,1.472e+03,7.941e+05
115.8,6.999e+05,1.821e+04,2.153e+03,7.202e+05
117.3,6.572e+05,2.324e+04,3.324e+03,6.838e+05
118.8,6.400e+05,3.224e+04,5.464e+03,6.777e+05
120.3,5.877e+05,3.409e+04,5.858e+03,6.277e+05
121.8,5.237e+05,4.102e+04,6.471e+03,5.712e+05
123.3,4.597e+05,4.945e+04,7.070e+03,5.162e+05
124.8,3.988e+05,5.261e+04,6.190e+03,4.576e+05
126.3,3.471e+05,7.156e+04,7.776e+03,4.264e+05
127.8,3.177e+05,1.033e+05,1.101e+04,4.320e+05
129.4,3.013e+05,1.190e+05,1.182e+04,4.321e+05
130.9,2.888e+05,1.142e+05,1.048e+04,4.135e+05
132.4,2.476e+05,1.034e+05,9.375e+03,3.604e+05
133.9,7.344e+04,5.157e+04,5.813e+03,1.308e+05
135.4,6.268e+03,3.386e+04,4.646e+03,4.478e+04
136.9,4.493e+03,3.682e+04,4.795e+03,4.611e+04
138.4,4.652e+03,3.823e+04,4.710e+03,4.759e+04
139.9,5.326e+03,3.747e+04,4.900e+03,4.770e+04
141.4,5.893e+03,4.397e+04,5.098e+03,5.496e+04
142.9,4.074e+03,2.877e+04,3.550e+03,3.640e+04
144.4,3.035e+03,2.266e+04,2.820e+03,2.852e+04
145.9,2.724e+03,1.933e+04,2.815e+03,2.487e+04
147.4,2.636e+03,5.878e+03,1.103e+03,9.617e+03
148.9,2.779e+03,7.240e+03,1.010e+03,1.103e+04
150.4,2.913e+03,1.057e+04,1.458e+03,1.494e+04
151.9,2.830e+03,8.835e+03,1.363e+03,1.303e+04
153.4,2.714e+03,5.150e+03,8.975e+02,8.762e+03
154.9,2.649e+03,3.774e+03,7.222e+02,7.145e+03
156.4,2.625e+03,3.077e+03,6.329e+02,6.335e+03
157.9,2.829e+03,2.729e+03,5.425e+02,6.100e+03
159.4,3.654e+03,2.777e+03,4.317e+02,6.863e+03
160.9,4.653e+03,3.344e+03,3.182e+02,8.315e+03
