#time,accel_x,accel_y,accel_z
21080.522375,5847.626942,-8586.388927,0.000000
21080.522709,7698.141797,-9770.718434,4519.963438
21080.523042,8734.430116,-9548.656652,3064.381992
21080.523376,10584.944971,-9474.636058,4213.525239
21080.523710,9844.739029,-9030.512492,3140.991542
21080.524044,10288.862594,-9474.636058,1149.143247
21080.524377,9400.615463,-8882.471304,-3370.820191
21080.524711,8290.306550,-10658.965565,-76.609550
21080.525045,9400.615463,-11843.295072,-689.485948
21080.525378,7328.038826,-8364.327145,-3370.820191
21080.525712,9400.615463,-10066.800811,-1915.238745
21080.526046,9474.636058,-9178.553681,153.219100
21080.526379,10584.944971,-9918.759623,2681.334243
21080.526713,10140.821405,-9992.780217,3524.039291
21080.527047,6291.750507,-10732.986159,1225.752797
21080.527380,4737.318029,-10140.821405,0.000000
21080.527714,5847.626942,-11843.295072,2374.896044
21080.528048,4663.297435,-7179.997637,1378.971896
21080.528382,2368.659014,-7179.997637,3677.258390
21080.528715,6439.791695,-7105.977043,536.266849
21080.529049,5403.503377,-6513.812290,1149.143247
21080.529383,7031.956449,-5551.544565,-536.266849
21080.529716,7920.203579,-6883.915261,-1225.752797
21080.530050,8660.409521,-7772.162391,-2451.505594
21080.530384,9474.636058,-10140.821405,-689.485948
21080.530717,9992.780217,-11251.130318,-2528.115143
21080.531051,10584.944971,-12435.459826,-2068.457845
21080.531385,11769.274478,-13619.789333,2374.896044
21080.531718,10066.800811,-11621.233289,2604.724693
21080.532052,10288.862594,-11843.295072,536.266849
21080.532386,6365.771101,-7476.080014,0.000000
21080.532720,10066.800811,-9104.533087,4673.182538
21080.533053,10807.006753,-6439.791695,4903.011187
21080.533387,12213.398043,-6513.812290,2987.772442
21080.533721,8512.368333,-7105.977043,1455.581446
21080.534054,7624.121203,-8586.388927,0.000000
21080.534388,7031.956449,-11251.130318,-383.047749
21080.534722,3552.988522,-9548.656652,-76.609550
21080.535055,4663.297435,-9548.656652,-5515.887586
21080.535389,5329.482782,-9844.739029,-76.609550
21080.535723,7105.977043,-8364.327145,2145.067394
21080.536056,11769.274478,-7994.224174,2374.896044
21080.536390,10436.903782,-8586.388927,1762.019645
21080.536724,9030.512492,-8068.244768,0.000000
21080.537058,8438.347739,-8068.244768,-76.609550
21080.537391,9696.697840,-7698.141797,-1991.848295
21080.537725,9400.615463,-10955.047942,-1915.238745
21080.538059,4737.318029,-9548.656652,-4596.572988
21080.538392,4737.318029,-14137.933492,2374.896044
21080.538726,6291.750507,-9104.533087,1225.752797
21080.539060,9474.636058,-7179.997637,4903.011187
21080.539393,12953.603985,-6513.812290,6971.469032
21080.539727,12879.583391,-5033.400406,6665.030833
21080.540061,10066.800811,-5551.544565,2834.553343
21080.540394,7402.059420,-7179.997637,-1685.410096
21080.540728,5847.626942,-10658.965565,-4979.620737
21080.541062,0.000000,-13989.892304,-4366.744339
21080.541395,-1258.350101,-14211.954086,-7431.126331
21080.541729,-3034.844362,-12287.418637,-8886.707777
21080.542063,1184.329507,-10436.903782,-919.314598
21080.542397,9252.574275,-5625.565159,6128.763984
21080.542730,11399.171507,-4589.276840,9959.241474
21080.543064,9178.553681,-5699.585753,7814.174080
21080.543398,7402.059420,-8438.347739,5439.278036
21080.543731,6513.812290,-7179.997637,612.876398
21080.544065,8290.306550,-10658.965565,3600.648841
21080.544399,5847.626942,-7920.203579,-3983.696590
21080.544732,2294.638420,-9844.739029,-8273.831378
21080.545066,0.000000,-13249.686362,-4903.011187
21080.545400,1258.350101,-9548.656652,-3907.087040
21080.545733,1998.556043,-10140.821405,-2298.286494
21080.546067,1332.370696,-10362.883188,-689.485948
21080.546401,2294.638420,-9992.780217,2757.943793
21080.546735,5551.544565,-4367.215058,6128.763984
21080.547068,10288.862594,-4737.318029,8810.098227
21080.547402,8956.491898,-6883.915261,8350.440928
21080.547736,8216.285956,-6217.729913,3907.087040
21080.548069,3478.967927,-11547.212695,-76.609550
21080.548403,-74.020594,-10807.006753,-5745.716235
21080.548737,-2368.659014,-11843.295072,-4979.620737
21080.549070,-666.185348,-12435.459826,-6818.249932
21080.549404,0.000000,-8216.285956,-4903.011187
21080.549738,0.000000,-8956.491898,-306.438199
21080.550071,1332.370696,-8660.409521,0.000000
21080.550405,3701.029710,-10881.027347,3600.648841
21080.550739,3182.885551,-12139.377449,5669.106685
21080.551073,2294.638420,-8290.306550,4060.306139
21080.551406,4663.297435,-7105.977043,1915.238745
21080.551740,4737.318029,-7179.997637,7124.688131
21080.552074,4737.318029,-7476.080014,6511.811733
21080.552407,2886.803174,-7105.977043,-2068.457845
21080.552741,-3034.844362,-14211.954086,-2528.115143
21080.553075,-5773.606348,-11177.109724,-5898.935335
21080.553408,-4663.297435,-8512.368333,-6894.859482
21080.553742,-666.185348,-8512.368333,-4060.306139
21080.554076,0.000000,-7179.997637,-3294.210641
21080.554409,2146.597232,-7179.997637,-2451.505594
21080.554743,4367.215058,-13027.624579,4826.401637
21080.555077,1110.308913,-11843.295072,4213.525239
21080.555411,740.205942,-7179.997637,3677.258390
21080.555744,3849.070898,-5403.503377,5745.716235
21080.556078,4885.359217,-5995.668130,5745.716235
21080.556412,3701.029710,-4663.297435,1991.848295
21080.556745,888.247130,-7920.203579,0.000000
21080.557079,-962.267725,-11843.295072,-2451.505594
21080.557413,-4737.318029,-11325.150913,-3524.039291
21080.557746,-4737.318029,-11029.068536,-2757.943793
21080.558080,-666.185348,-10510.924376,-5592.497135
21080.558414,0.000000,-5403.503377,-3677.258390
21080.558747,1776.494261,-8068.244768,1838.629195
21080.559081,3478.967927,-7994.224174,3983.696590
21080.559415,518.144159,-11399.171507,5592.497135
21080.559748,666.185348,-7772.162391,4060.306139
21080.560082,4071.132681,-7105.977043,2374.896044
21080.560416,3552.988522,-8364.327145,4826.401637
21080.560750,2294.638420,-6217.729913,-1532.190996
21080.561083,-4145.153275,-10732.986159,0.000000
21080.561417,-1406.391290,-11843.295072,-2834.553343
21080.561751,-3108.864956,-11769.274478,-4903.011187
21080.562084,-1258.350101,-9770.718434,-3753.867940
21080.562418,-888.247130,-10066.800811,-2221.676944
21080.562752,296.082377,-8512.368333,-612.876398
21080.563085,2294.638420,-9474.636058,842.705048
21080.563419,740.205942,-11843.295072,4826.401637
21080.563753,1702.473667,-7698.141797,4596.572988
21080.564086,2886.803174,-8142.265362,5132.839837
21080.564420,2664.741391,-7698.141797,2681.334243
21080.564754,-74.020594,-7994.224174,-76.609550
21080.565088,-4145.153275,-9844.739029,-3677.258390
