#time,accel_x,accel_y,accel_z
21408.676269,0.000000,-9548.656652,-4290.134789
21408.676603,4663.297435,-12435.459826,-1915.238745
21408.676936,4515.256246,-9548.656652,0.000000
21408.677270,8808.450710,-9104.533087,2681.334243
21408.677604,10214.842000,-8142.265362,3753.867940
21408.677937,11547.212695,-8956.491898,4903.011187
21408.678271,11843.295072,-8068.244768,5515.887586
21408.678605,13027.624579,-10362.883188,5439.278036
21408.678938,10214.842000,-7179.997637,0.000000
21408.679272,5329.482782,-7179.997637,0.000000
21408.679605,8216.285956,-10955.047942,-3140.991542
21408.679939,5921.647536,-9696.697840,-3064.381992
21408.680273,5107.421000,-12361.439231,-3753.867940
21408.680606,3552.988522,-12065.356855,-3140.991542
21408.680940,3404.947333,-11917.315666,-536.266849
21408.681273,5847.626942,-11547.212695,3600.648841
21408.681607,7031.956449,-9474.636058,4826.401637
21408.681941,7105.977043,-5403.503377,6435.202183
21408.682274,10510.924376,-6217.729913,10801.946522
21408.682608,10584.944971,-4737.318029,4213.525239
21408.682942,8290.306550,-5107.421000,4673.182538
21408.683275,6439.791695,-7624.121203,-1455.581446
21408.683609,6735.874072,-7698.141797,-4749.792088
21408.683942,5773.606348,-8956.491898,-5975.544884
21408.684276,7624.121203,-11251.130318,-6205.373534
21408.684610,5699.585753,-11621.233289,-6741.640382
21408.684943,7031.956449,-13249.686362,-4519.963438
21408.685277,7698.141797,-12657.521608,-919.314598
21408.685611,8586.388927,-8364.327145,1225.752797
21408.685944,10066.800811,-9696.697840,4903.011187
21408.686278,13471.748144,-8882.471304,7890.783629
21408.686611,12953.603985,-4737.318029,6665.030833
21408.686945,12583.501014,-3923.091493,6741.640382
21408.687279,11399.171507,-5921.647536,3907.087040
21408.687612,8512.368333,-7105.977043,-612.876398
21408.687946,4737.318029,-10658.965565,-3370.820191
21408.688280,1998.556043,-11029.068536,-7354.516781
21408.688613,0.000000,-12065.356855,-7967.393179
21408.688947,2886.803174,-11917.315666,-6741.640382
21408.689280,7624.121203,-12435.459826,-76.609550
21408.689614,10288.862594,-8438.347739,2987.772442
21408.689948,10807.006753,-5995.668130,6741.640382
21408.690281,13619.789333,-7179.997637,6741.640382
21408.690615,13027.624579,-7698.141797,5132.839837
21408.690949,12139.377449,-6809.894666,1608.800546
21408.691282,9400.615463,-7994.224174,-2451.505594
21408.691616,8216.285956,-9474.636058,-3753.867940
21408.691949,4885.359217,-9696.697840,-3677.258390
21408.692283,7031.956449,-14211.954086,-2528.115143
21408.692617,5847.626942,-9548.656652,-2911.162892
21408.692950,10658.965565,-9844.739029,2451.505594
21408.693284,16210.510130,-8290.306550,6971.469032
21408.693617,15692.365970,-6513.812290,6511.811733
21408.693951,14211.954086,-6661.853478,3140.991542
21408.694285,13841.851115,-6735.874072,612.876398
21408.694618,11843.295072,-9696.697840,153.219100
21408.694952,10658.965565,-9548.656652,-153.219100
21408.695286,6439.791695,-10732.986159,-7048.078582
21408.695619,5699.585753,-8364.327145,-6128.763984
21408.695953,9548.656652,-11843.295072,-689.485948
21408.696286,11177.109724,-7105.977043,-76.609550
21408.696620,11769.274478,-8882.471304,1608.800546
21408.696954,9992.780217,-10955.047942,2911.162892
21408.697287,9770.718434,-11029.068536,4443.353888
21408.697621,11325.150913,-9104.533087,3907.087040
21408.697955,12953.603985,-9474.636058,4213.525239
21408.698288,9474.636058,-5995.668130,2451.505594
21408.698622,11251.130318,-7994.224174,4060.306139
21408.698955,7846.182985,-9474.636058,-76.609550
21408.699289,2294.638420,-11251.130318,-3830.477490
21408.699623,-666.185348,-11695.253884,-4673.182538
21408.699956,-740.205942,-10658.965565,-2987.772442
21408.700290,2442.679609,-9252.574275,-153.219100
21408.700624,3256.906145,-7698.141797,1532.190996
21408.700957,6439.791695,-8290.306550,2374.896044
21408.701291,4737.318029,-9252.574275,5056.230287
21408.701624,3997.112087,-9992.780217,3677.258390
21408.701958,3552.988522,-7179.997637,2145.067394
21408.702292,2960.823768,-7476.080014,0.000000
21408.702625,6069.688724,-8512.368333,842.705048
21408.702959,4367.215058,-8290.306550,-2528.115143
21408.703292,1184.329507,-9548.656652,-3064.381992
21408.703626,-444.123565,-12657.521608,-2528.115143
21408.703960,-74.020594,-9178.553681,-4903.011187
21408.704293,3552.988522,-9696.697840,1149.143247
21408.704627,4811.338623,-6883.915261,1149.143247
21408.704961,4293.194464,-7772.162391,1302.362347
21408.705294,4885.359217,-11325.150913,4443.353888
21408.705628,8142.265362,-11843.295072,4826.401637
21408.705961,4145.153275,-9548.656652,4903.011187
21408.706295,4737.318029,-9844.739029,5362.668486
21408.706629,3478.967927,-8882.471304,-1915.238745
21408.706962,-3552.988522,-8364.327145,-4290.134789
21408.707296,-74.020594,-11029.068536,-4060.306139
21408.707630,-740.205942,-8882.471304,-1302.362347
21408.707963,1332.370696,-7179.997637,1149.143247
21408.708297,3478.967927,-7698.141797,2987.772442
21408.708630,-74.020594,-11843.295072,-76.609550
21408.708964,-2368.659014,-8364.327145,1225.752797
21408.709298,3034.844362,-10658.965565,5669.106685
21408.709631,8216.285956,-7105.977043,4519.963438
21408.709965,9400.615463,-5847.626942,6358.592633
21408.710299,2738.761985,-10732.986159,689.485948
21408.710632,740.205942,-10732.986159,-2374.896044
21408.710966,-666.185348,-11769.274478,-3600.648841
21408.711299,1184.329507,-8956.491898,-2145.067394
21408.711633,3478.967927,-7105.977043,-2221.676944
21408.711967,370.102971,-5995.668130,0.000000
21408.712300,1702.473667,-11103.089130,-689.485948
21408.712634,0.000000,-8882.471304,-1838.629195
21408.712967,3552.988522,-6513.812290,2374.896044
21408.713301,5033.400406,-8956.491898,4290.134789
21408.713635,5699.585753,-6291.750507,3294.210641
21408.713968,-296.082377,-11917.315666,0.000000
21408.714302,740.205942,-13101.645173,1225.752797
21408.714636,2368.659014,-5995.668130,0.000000
21408.714969,4737.318029,-8660.409521,3677.258390
21408.715303,3108.864956,-9178.553681,-76.609550
21408.715636,-6587.832884,-11917.315666,-5822.325785
21408.715970,-5329.482782,-12435.459826,-4366.744339
21408.716304,-962.267725,-9178.553681,-2757.943793
21408.716637,2664.741391,-7920.203579,1915.238745
21408.716971,296.082377,-7031.956449,2681.334243
21408.717305,-2960.823768,-9548.656652,2451.505594
21408.717638,296.082377,-8660.409521,4443.353888
21408.717972,370.102971,-8512.368333,3753.867940
21408.718305,5551.544565,-6661.853478,5975.544884
21408.718639,1258.350101,-6069.688724,2987.772442
21408.718973,-3552.988522,-8364.327145,-3370.820191
21408.719306,-3330.926739,-11251.130318,-3753.867940
21408.719640,-4737.318029,-9548.656652,-2145.067394
21408.719974,-666.185348,-9474.636058,-3447.429741
21408.720307,-3923.091493,-7994.224174,-3140.991542
21408.720641,-7105.977043,-10140.821405,-5515.887586
21408.720974,-6069.688724,-11843.295072,-2911.162892
21408.721308,1332.370696,-7402.059420,2374.896044
21408.721642,5477.523971,-6217.729913,7354.516781
21408.721975,5921.647536,-7476.080014,9193.145976
21408.722309,814.226536,-7179.997637,2451.505594
21408.722642,0.000000,-9696.697840,2604.724693
21408.722976,6291.750507,-10658.965565,3600.648841
21408.723310,4811.338623,-7105.977043,995.924147
21408.723643,-666.185348,-10658.965565,-2528.115143
21408.723977,-6513.812290,-11103.089130,-7584.345430
21408.724311,-7254.018232,-12805.562797,-6741.640382
21408.724644,-2072.576638,-8364.327145,-4596.572988
21408.724978,3182.885551,-9474.636058,-76.609550
21408.725311,1110.308913,-5403.503377,0.000000
21408.725645,592.164754,-12731.542202,4596.572988
21408.725979,4663.297435,-11251.130318,6052.154434
21408.726312,4737.318029,-5995.668130,7354.516781
21408.726646,11177.109724,-5329.482782,9116.536426
21408.726980,3627.009116,-6143.709319,2604.724693
21408.727313,-814.226536,-8660.409521,-2757.943793
21408.727647,-2664.741391,-12583.501014,-4596.572988
21408.727980,444.123565,-9548.656652,-3907.087040
21408.728314,0.000000,-7772.162391,0.000000
21408.728648,-888.247130,-10214.842000,-1915.238745
21408.728981,-4811.338623,-11547.212695,-6511.811733
21408.729315,-4441.235652,-9548.656652,-2451.505594
21408.729649,4663.297435,-7105.977043,2604.724693
21408.729982,7920.203579,-6587.832884,8427.050478
21408.730316,3552.988522,-8586.388927,5515.887586
21408.730649,0.000000,-10510.924376,2451.505594
21408.730983,-1406.391290,-10066.800811,536.266849
21408.731317,1628.453072,-7105.977043,842.705048
21408.731650,2368.659014,-8216.285956,1608.800546
21408.731984,-370.102971,-6957.935855,-3217.601092
21408.732318,-4145.153275,-13693.809927,-1685.410096
21408.732651,-3849.070898,-11103.089130,-4060.306139
21408.732985,-1258.350101,-8956.491898,-4596.572988
21408.733318,0.000000,-10140.821405,1532.190996
21408.733652,-74.020594,-10362.883188,1149.143247
21408.733986,-2960.823768,-8660.409521,0.000000
21408.734319,444.123565,-11547.212695,2221.676944
21408.734653,5033.400406,-7179.997637,6741.640382
21408.734986,4441.235652,-7328.038826,7660.954980
21408.735320,2294.638420,-4737.318029,1149.143247
21408.735654,-7105.977043,-15396.283594,-1302.362347
21408.735987,-4441.235652,-6291.750507,-4903.011187
21408.736321,0.000000,-10510.924376,612.876398
21408.736655,1998.556043,-9474.636058,1149.143247
21408.736988,-3627.009116,-10066.800811,-2221.676944
21408.737322,-5477.523971,-12509.480420,-3140.991542
21408.737655,814.226536,-10658.965565,229.828649
21408.737989,1110.308913,-9474.636058,3907.087040
21408.738323,3701.029710,-4219.173869,4136.915689
21408.738656,1110.308913,-8290.306550,2374.896044
21408.738990,-4737.318029,-9548.656652,3677.258390
21408.739324,2294.638420,-8290.306550,536.266849
21408.739657,0.000000,-8364.327145,0.000000
21408.739991,1702.473667,-6809.894666,-383.047749
21408.740324,-6809.894666,-9252.574275,-4596.572988
21408.740658,-6809.894666,-12953.603985,-5975.544884
21408.740992,-3034.844362,-8882.471304,-3753.867940
21408.741325,1776.494261,-10140.821405,2145.067394
21408.741659,7031.956449,-6809.894666,3217.601092
21408.741993,3256.906145,-7698.141797,3064.381992
21408.742326,2294.638420,-14211.954086,2987.772442
21408.742660,1924.535449,-8956.491898,2451.505594
21408.742993,5921.647536,-7772.162391,4596.572988
21408.743327,8142.265362,-8660.409521,5439.278036
21408.743661,74.020594,-7772.162391,-2298.286494
21408.743994,-3182.885551,-11547.212695,-4749.792088
21408.744328,-2442.679609,-11251.130318,-4060.306139
21408.744661,0.000000,-8364.327145,0.000000
21408.744995,3034.844362,-8142.265362,1762.019645
21408.745329,-666.185348,-9474.636058,-3753.867940
21408.745662,-3256.906145,-10732.986159,0.000000
21408.745996,2960.823768,-9844.739029,1838.629195
21408.746330,6513.812290,-10732.986159,7354.516781
21408.746663,7994.224174,-5181.441594,7354.516781
21408.746997,-1554.432478,-11399.171507,1838.629195
21408.747330,-1850.514855,-9474.636058,-383.047749
21408.747664,-1036.288319,-8956.491898,-612.876398
21408.747998,2294.638420,-7031.956449,1532.190996
21408.748331,814.226536,-7254.018232,459.657299
21408.748665,-4589.276840,-8734.430116,-3600.648841
21408.748999,-4219.173869,-13027.624579,-2528.115143
21408.749332,-5477.523971,-9548.656652,-2451.505594
21408.749666,0.000000,-8956.491898,5286.058936
21408.749999,2886.803174,-7105.977043,2374.896044
21408.750333,-3478.967927,-8660.409521,383.047749
21408.750667,-2368.659014,-10436.903782,1608.800546
21408.751000,-74.020594,-9770.718434,2987.772442
21408.751334,6069.688724,-5107.421000,5286.058936
21408.751668,4737.318029,-6661.853478,3753.867940
21408.752001,-3034.844362,-9474.636058,-2834.553343
21408.752335,-7698.141797,-9844.739029,-4903.011187
21408.752668,-1850.514855,-9474.636058,-4673.182538
21408.753002,2294.638420,-8364.327145,0.000000
21408.753336,1184.329507,-8512.368333,1685.410096
21408.753669,-2442.679609,-11843.295072,-1302.362347
21408.754003,-3256.906145,-12731.542202,-76.609550
21408.754336,888.247130,-8364.327145,2145.067394
21408.754670,6883.915261,-8438.347739,9116.536426
21408.755004,3552.988522,-4811.338623,4903.011187
21408.755337,-4737.318029,-4811.338623,1532.190996
21408.755671,-3034.844362,-12435.459826,-2834.553343
21408.756005,-74.020594,-5921.647536,-4060.306139
21408.756338,1776.494261,-7772.162391,1225.752797
21408.756672,-666.185348,-8734.430116,-3677.258390
21408.757005,-5551.544565,-11843.295072,-6052.154434
21408.757339,-7105.977043,-13249.686362,-3983.696590
21408.757673,0.000000,-8216.285956,-612.876398
21408.758006,7105.977043,-8956.491898,8120.612279
