#time,accel_x,accel_y,accel_z
22261.168872,4367.215058,-12435.459826,-3140.991542
22261.169206,5847.626942,-10658.965565,-612.876398
22261.169540,7402.059420,-10658.965565,2374.896044
22261.169874,9252.574275,-9178.553681,3753.867940
22261.170208,10436.903782,-8586.388927,4596.572988
22261.170541,11769.274478,-8586.388927,5439.278036
22261.170875,11843.295072,-7476.080014,5745.716235
22261.171209,9474.636058,-4811.338623,0.000000
22261.171543,8290.306550,-8364.327145,229.828649
22261.171877,8216.285956,-9178.553681,-4519.963438
22261.172211,4737.318029,-9696.697840,-4213.525239
22261.172545,7031.956449,-11251.130318,-3753.867940
22261.172878,4293.194464,-11399.171507,-4136.915689
22261.173212,3256.906145,-11843.295072,-2834.553343
22261.173546,3034.844362,-11621.233289,0.000000
22261.173880,6439.791695,-10658.965565,3600.648841
22261.174214,5921.647536,-7179.997637,7354.516781
22261.174548,11769.274478,-8882.471304,9729.412825
22261.174882,9104.533087,-2738.761985,6128.763984
22261.175215,8290.306550,-5995.668130,6971.469032
22261.175549,7920.203579,-4811.338623,0.000000
22261.175883,7179.997637,-7698.141797,-2757.943793
22261.176217,6143.709319,-8956.491898,-5669.106685
22261.176551,6661.853478,-10140.821405,-6435.202183
22261.176885,4663.297435,-10881.027347,-9806.022374
22261.177219,5329.482782,-13249.686362,-4673.182538
22261.177552,9400.615463,-13619.789333,-1302.362347
22261.177886,10584.944971,-9548.656652,0.000000
22261.178220,9474.636058,-10140.821405,4903.011187
22261.178554,10881.027347,-8216.285956,5515.887586
22261.178888,13323.706956,-6217.729913,7660.954980
22261.179222,13841.851115,-5329.482782,8120.612279
22261.179555,12731.542202,-4737.318029,4903.011187
22261.179889,9992.780217,-5699.585753,0.000000
22261.180223,6217.729913,-9252.574275,-2451.505594
22261.180557,3701.029710,-9770.718434,-6052.154434
22261.180891,1184.329507,-11325.150913,-7354.516781
22261.181225,2886.803174,-13323.706956,-5592.497135
22261.181559,4663.297435,-11843.295072,-2681.334243
22261.181892,7254.018232,-7179.997637,612.876398
22261.182226,10658.965565,-8364.327145,6741.640382
22261.182560,15174.221811,-7994.224174,6971.469032
22261.182894,12435.459826,-5403.503377,5515.887586
22261.183228,12953.603985,-7105.977043,2451.505594
22261.183562,11917.315666,-7698.141797,-689.485948
22261.183896,9474.636058,-8808.450710,-2757.943793
22261.184229,6735.874072,-11251.130318,-4979.620737
22261.184563,7031.956449,-12435.459826,-6205.373534
22261.184897,3552.988522,-12657.521608,-1915.238745
22261.185231,10584.944971,-11843.295072,2374.896044
22261.185565,12953.603985,-7698.141797,4519.963438
22261.185899,17098.757260,-7105.977043,7890.783629
22261.186233,13619.789333,-7179.997637,5975.544884
22261.186566,14582.057057,-5921.647536,3294.210641
22261.186900,14656.077652,-8882.471304,2451.505594
22261.187234,11251.130318,-6883.915261,-1225.752797
22261.187568,7624.121203,-9548.656652,-9499.584175
22261.187902,4145.153275,-12879.583391,-6818.249932
22261.188236,6291.750507,-11843.295072,-6205.373534
22261.188570,8808.450710,-8142.265362,-3524.039291
22261.188903,11843.295072,-5403.503377,1762.019645
22261.189237,12509.480420,-9992.780217,4826.401637
22261.189571,13841.851115,-9178.553681,5745.716235
22261.189905,14137.933492,-7698.141797,5745.716235
22261.190239,16506.592507,-8734.430116,5515.887586
22261.190573,12435.459826,-6587.832884,2451.505594
22261.190907,15248.242405,-10066.800811,2987.772442
22261.191240,10288.862594,-6291.750507,-3983.696590
22261.191574,7402.059420,-10732.986159,-4903.011187
22261.191908,4737.318029,-10584.944971,-6128.763984
22261.192242,4959.379811,-11177.109724,-5286.058936
22261.192576,7994.224174,-9918.759623,536.266849
22261.192910,11473.192101,-7698.141797,1685.410096
22261.193244,9992.780217,-9326.594869,2374.896044
22261.193577,13027.624579,-10214.842000,6971.469032
22261.193911,12657.521608,-9326.594869,5592.497135
22261.194245,10658.965565,-4811.338623,4903.011187
22261.194579,15396.283594,-7994.224174,3600.648841
22261.194913,13323.706956,-6291.750507,0.000000
22261.195247,8512.368333,-9252.574275,-3983.696590
22261.195580,6735.874072,-10362.883188,-5592.497135
22261.195914,3701.029710,-13397.727550,-5439.278036
22261.196248,6439.791695,-8586.388927,-3447.429741
22261.196582,10066.800811,-9474.636058,1149.143247
22261.196916,8364.327145,-8438.347739,0.000000
22261.197250,7772.162391,-10955.047942,459.657299
22261.197584,9252.574275,-10807.006753,3447.429741
22261.197917,12953.603985,-7105.977043,5745.716235
22261.198251,14211.954086,-6587.832884,7354.516781
22261.198585,12805.562797,-10362.883188,5898.935335
22261.198919,7105.977043,-8512.368333,-1838.629195
22261.199253,5921.647536,-9548.656652,-1225.752797
22261.199587,10584.944971,-7105.977043,-4060.306139
22261.199921,9178.553681,-9548.656652,1149.143247
22261.200254,7105.977043,-6587.832884,-1838.629195
22261.200588,5847.626942,-11177.109724,-2757.943793
22261.200922,4441.235652,-10288.862594,-2451.505594
22261.201256,9770.718434,-8660.409521,-76.609550
22261.201590,11769.274478,-15396.283594,2987.772442
22261.201924,10881.027347,-4811.338623,3677.258390
22261.202258,14137.933492,-11843.295072,4826.401637
22261.202591,10955.047942,-9622.677246,6128.763984
22261.202925,13471.748144,-3627.009116,3064.381992
22261.203259,8734.430116,-8956.491898,1302.362347
22261.203593,12065.356855,-5329.482782,-1302.362347
22261.203927,7698.141797,-11621.233289,-1838.629195
22261.204261,10584.944971,-11843.295072,-1302.362347
22261.204595,7920.203579,-6957.935855,-2834.553343
22261.204928,6439.791695,-5995.668130,-7354.516781
22261.205262,7846.182985,-12879.583391,-1302.362347
22261.205596,9992.780217,-11547.212695,842.705048
22261.205930,12805.562797,-7920.203579,3830.477490
22261.206264,11177.109724,-11325.150913,4596.572988
22261.206598,12065.356855,-10066.800811,4060.306139
22261.206932,12065.356855,-7698.141797,4060.306139
22261.207265,12213.398043,-7105.977043,536.266849
22261.207599,9474.636058,-11917.315666,842.705048
22261.207933,6735.874072,-9474.636058,1762.019645
22261.208267,5551.544565,-8290.306550,-4366.744339
22261.208601,5551.544565,-7698.141797,-4366.744339
