#time,accel_x,accel_y,accel_z
19721.746374,4663.297435,-11251.130318,-3753.867940
19721.746708,1776.494261,-8364.327145,-4903.011187
19721.747041,2590.720797,-10436.903782,-4290.134789
19721.747375,4071.132681,-9770.718434,-2987.772442
19721.747708,7550.100608,-10362.883188,1762.019645
19721.748042,10658.965565,-7772.162391,5209.449386
19721.748375,13915.871710,-9474.636058,6971.469032
19721.748709,13397.727550,-8216.285956,3983.696590
19721.749042,10955.047942,-5995.668130,3677.258390
19721.749376,12953.603985,-9474.636058,2374.896044
19721.749709,9474.636058,-9548.656652,459.657299
19721.750042,6439.791695,-10955.047942,-3830.477490
19721.750376,3701.029710,-12139.377449,-4979.620737
19721.750709,2442.679609,-11547.212695,-3983.696590
19721.751043,1702.473667,-11843.295072,-1915.238745
19721.751376,-74.020594,-13027.624579,-689.485948
19721.751710,-888.247130,-9548.656652,1838.629195
19721.752043,1480.411884,-7772.162391,5515.887586
19721.752377,4071.132681,-7105.977043,7890.783629
19721.752710,4737.318029,-4811.338623,8810.098227
19721.753044,5181.441594,-4959.379811,6741.640382
19721.753377,3256.906145,-5773.606348,2681.334243
19721.753711,1184.329507,-7772.162391,-1455.581446
19721.754044,-962.267725,-9474.636058,-5286.058936
19721.754378,-3330.926739,-10658.965565,-8350.440928
19721.754711,-2886.803174,-10807.006753,-7814.174080
19721.755045,-1258.350101,-11547.212695,-6435.202183
19721.755378,-1776.494261,-9548.656652,-4596.572988
19721.755712,3478.967927,-9548.656652,-1225.752797
19721.756045,5329.482782,-11103.089130,6358.592633
19721.756379,7624.121203,-10658.965565,6665.030833
19721.756712,5551.544565,-6587.832884,5515.887586
19721.757045,5625.565159,-6513.812290,5439.278036
19721.757379,3552.988522,-6291.750507,4903.011187
19721.757712,4441.235652,-6957.935855,2681.334243
19721.758046,1332.370696,-7105.977043,-612.876398
19721.758379,592.164754,-8364.327145,-2451.505594
19721.758713,1110.308913,-7254.018232,-7354.516781
19721.759046,2886.803174,-11843.295072,-3753.867940
19721.759380,-370.102971,-11325.150913,-5592.497135
19721.759713,-1406.391290,-12065.356855,-4903.011187
19721.760047,-1184.329507,-13101.645173,-919.314598
19721.760380,-296.082377,-12213.398043,1762.019645
19721.760714,-370.102971,-11103.089130,3140.991542
19721.761047,-222.061783,-9178.553681,4443.353888
19721.761381,-74.020594,-8882.471304,7277.907231
19721.761714,888.247130,-3034.844362,4903.011187
19721.762048,4071.132681,-4737.318029,4826.401637
19721.762381,4663.297435,-2146.597232,2604.724693
19721.762715,5181.441594,-5921.647536,1838.629195
19721.763048,5255.462188,-8290.306550,-1915.238745
19721.763381,4219.173869,-10436.903782,-5056.230287
19721.763715,4367.215058,-11917.315666,-5745.716235
19721.764048,4367.215058,-14656.077652,-5286.058936
19721.764382,3034.844362,-14952.160028,-5745.716235
19721.764715,1184.329507,-14582.057057,-1838.629195
19721.765049,2294.638420,-11917.315666,0.000000
19721.765382,3034.844362,-7179.997637,3064.381992
19721.765716,7105.977043,-7698.141797,8197.221829
19721.766049,5255.462188,-5625.565159,6665.030833
19721.766383,4515.256246,-5181.441594,5132.839837
19721.766716,4589.276840,-4293.194464,2528.115143
19721.767050,2590.720797,-6439.791695,612.876398
19721.767383,2368.659014,-7550.100608,-612.876398
19721.767717,-74.020594,-14211.954086,-1302.362347
19721.768050,-2516.700203,-11917.315666,-4903.011187
19721.768384,-1184.329507,-12065.356855,-4290.134789
19721.768717,3478.967927,-14211.954086,-76.609550
19721.769051,1998.556043,-10658.965565,2068.457845
19721.769384,2294.638420,-9474.636058,2068.457845
19721.769718,370.102971,-9474.636058,1915.238745
19721.770051,-888.247130,-8142.265362,1225.752797
19721.770384,-1628.453072,-7402.059420,919.314598
19721.770718,-370.102971,-8290.306550,536.266849
19721.771051,-3552.988522,-7624.121203,-76.609550
19721.771385,-2442.679609,-6809.894666,-995.924147
19721.771718,-2516.700203,-8586.388927,459.657299
19721.772052,-2368.659014,-7772.162391,0.000000
19721.772385,-2368.659014,-10140.821405,1532.190996
19721.772719,-2738.761985,-13027.624579,-76.609550
19721.773052,-5329.482782,-9548.656652,0.000000
19721.773386,-4145.153275,-10955.047942,1455.581446
19721.773719,-2442.679609,-7994.224174,0.000000
19721.774053,-3701.029710,-8586.388927,0.000000
19721.774386,-2886.803174,-6365.771101,536.266849
19721.774720,-962.267725,-4737.318029,459.657299
19721.775053,0.000000,-5995.668130,1838.629195
19721.775387,0.000000,-7179.997637,2374.896044
19721.775720,1702.473667,-7698.141797,-2374.896044
19721.776054,888.247130,-7179.997637,0.000000
19721.776387,3478.967927,-12731.542202,-383.047749
19721.776721,888.247130,-12213.398043,0.000000
19721.777054,3108.864956,-12953.603985,0.000000
19721.777387,814.226536,-13249.686362,229.828649
19721.777721,-740.205942,-12509.480420,612.876398
19721.778054,-1258.350101,-11843.295072,-76.609550
19721.778388,-370.102971,-11843.295072,4213.525239
19721.778721,-2886.803174,-4811.338623,1838.629195
19721.779055,-592.164754,-6217.729913,5439.278036
19721.779388,1702.473667,-4737.318029,2068.457845
19721.779722,2368.659014,-5403.503377,6052.154434
19721.780055,5551.544565,-3701.029710,3524.039291
19721.780389,5033.400406,-5995.668130,2528.115143
19721.780722,5181.441594,-8882.471304,76.609550
19721.781056,4293.194464,-10362.883188,-2911.162892
19721.781389,3478.967927,-13915.871710,-3753.867940
19721.781723,518.144159,-11917.315666,-7354.516781
19721.782056,-1184.329507,-15322.262999,-4366.744339
19721.782390,-74.020594,-14804.118840,-2528.115143
19721.782723,-74.020594,-10362.883188,-1608.800546
19721.783057,2220.617826,-8142.265362,1225.752797
19721.783390,2886.803174,-7105.977043,3753.867940
19721.783724,4145.153275,-6587.832884,5439.278036
19721.784057,3552.988522,-6587.832884,6435.202183
19721.784390,3182.885551,-5107.421000,3983.696590
19721.784724,1184.329507,-8956.491898,3983.696590
19721.785057,296.082377,-9992.780217,2374.896044
19721.785391,-2146.597232,-8956.491898,-2451.505594
19721.785724,-1258.350101,-9474.636058,-2528.115143
19721.786058,-2368.659014,-11177.109724,-2987.772442
19721.786391,-1554.432478,-10881.027347,-3677.258390
19721.786725,-962.267725,-10658.965565,-2604.724693
19721.787058,0.000000,-9548.656652,-2145.067394
19721.787392,-1110.308913,-9252.574275,-1455.581446
19721.787725,-296.082377,-8956.491898,0.000000
19721.788059,1702.473667,-9030.512492,3140.991542
19721.788392,2516.700203,-7624.121203,5822.325785
19721.788726,1554.432478,-5995.668130,4060.306139
19721.789059,1702.473667,-10658.965565,4826.401637
19721.789393,-2442.679609,-7254.018232,766.095498
19721.789726,-2146.597232,-10066.800811,2604.724693
19721.790060,-2442.679609,-10362.883188,842.705048
19721.790393,-5921.647536,-8956.491898,-1838.629195
19721.790727,-6439.791695,-9474.636058,-2834.553343
19721.791060,-4959.379811,-8808.450710,-3217.601092
19721.791393,-3034.844362,-7698.141797,-2068.457845
19721.791727,1184.329507,-7772.162391,612.876398
19721.792060,2886.803174,-5477.523971,1225.752797
19721.792394,592.164754,-7179.997637,2451.505594
19721.792727,4663.297435,-9474.636058,842.705048
19721.793061,2886.803174,-8438.347739,0.000000
19721.793394,2664.741391,-12139.377449,-76.609550
19721.793728,1480.411884,-11325.150913,-1532.190996
19721.794061,-74.020594,-12731.542202,-2221.676944
19721.794395,-444.123565,-11769.274478,-1685.410096
19721.794728,-370.102971,-11843.295072,-689.485948
19721.795062,-666.185348,-9918.759623,-2451.505594
19721.795395,-2072.576638,-8068.244768,0.000000
19721.795729,0.000000,-9104.533087,4673.182538
19721.796062,0.000000,-5995.668130,2451.505594
19721.796396,1036.288319,-7846.182985,3983.696590
19721.796729,1184.329507,-6661.853478,2911.162892
19721.797062,3404.947333,-5625.565159,3524.039291
19721.797396,3256.906145,-5847.626942,2451.505594
19721.797729,4071.132681,-7105.977043,-76.609550
19721.798062,518.144159,-7179.997637,-3677.258390
19721.798396,1776.494261,-12583.501014,-2528.115143
19721.798729,2220.617826,-12731.542202,-2528.115143
19721.799062,-1924.535449,-11325.150913,-7048.078582
19721.799395,518.144159,-13175.665768,-5592.497135
19721.799729,592.164754,-13101.645173,-76.609550
19721.800062,1184.329507,-9548.656652,3064.381992
19721.800395,2220.617826,-8216.285956,4826.401637
19721.800729,1998.556043,-7105.977043,4979.620737
19721.801062,1924.535449,-6883.915261,6741.640382
19721.801395,1554.432478,-5699.585753,6665.030833
19721.801728,592.164754,-5403.503377,4596.572988
19721.802062,-2368.659014,-7772.162391,612.876398
19721.802395,-4737.318029,-7772.162391,-2451.505594
19721.802728,-2442.679609,-9474.636058,-4979.620737
19721.803062,-3552.988522,-7772.162391,-6665.030833
19721.803395,-4145.153275,-10732.986159,-3677.258390
19721.803728,-2664.741391,-10140.821405,-5515.887586
19721.804061,518.144159,-11769.274478,-1072.533697
19721.804395,592.164754,-10436.903782,766.095498
19721.804728,2220.617826,-9622.677246,1838.629195
19721.805061,4367.215058,-11251.130318,4826.401637
19721.805395,2442.679609,-6735.874072,5669.106685
19721.805728,4663.297435,-6809.894666,1608.800546
19721.806061,0.000000,-7772.162391,2451.505594
19721.806394,-74.020594,-10658.965565,1762.019645
19721.806728,-2146.597232,-10807.006753,-995.924147
19721.807061,-2368.659014,-10881.027347,-1302.362347
19721.807394,-5181.441594,-10658.965565,-2221.676944
19721.807728,-5033.400406,-10807.006753,-2068.457845
19721.808061,-2960.823768,-8660.409521,1225.752797
19721.808394,0.000000,-7476.080014,4979.620737
19721.808727,1998.556043,-4737.318029,2987.772442
19721.809061,2664.741391,-4219.173869,5209.449386
19721.809394,4663.297435,-6809.894666,4826.401637
19721.809727,3478.967927,-6513.812290,842.705048
19721.810061,3034.844362,-9178.553681,-1455.581446
19721.810394,518.144159,-11103.089130,-4596.572988
19721.810727,-1628.453072,-11843.295072,-6052.154434
19721.811060,-1258.350101,-12805.562797,-5286.058936
19721.811394,-74.020594,-14211.954086,-2528.115143
19721.811727,-1776.494261,-10732.986159,-1225.752797
19721.812060,-2368.659014,-11325.150913,3677.258390
19721.812394,2886.803174,-9474.636058,3907.087040
19721.812727,1184.329507,-6291.750507,6128.763984
19721.813060,3923.091493,-5625.565159,6588.421283
19721.813393,3182.885551,-5773.606348,6358.592633
19721.813727,2368.659014,-5625.565159,3983.696590
19721.814060,1406.391290,-6809.894666,-612.876398
19721.814393,-666.185348,-6661.853478,-5592.497135
19721.814727,-3552.988522,-9548.656652,-3983.696590
19721.815060,-74.020594,-10658.965565,-6205.373534
19721.815393,-1258.350101,-11843.295072,-8044.002729
19721.815726,-2368.659014,-10732.986159,-4596.572988
19721.816060,814.226536,-11769.274478,-1532.190996
19721.816393,3404.947333,-10584.944971,2834.553343
19721.816726,4589.276840,-9844.739029,5056.230287
19721.817060,4959.379811,-7994.224174,5898.935335
19721.817393,4663.297435,-6365.771101,3524.039291
19721.817726,2960.823768,-7105.977043,3600.648841
19721.818059,814.226536,-8290.306550,1608.800546
19721.818393,-2368.659014,-9252.574275,-536.266849
19721.818726,-5921.647536,-9548.656652,-2145.067394
19721.819059,-5107.421000,-10066.800811,-5286.058936
19721.819393,-7698.141797,-8364.327145,-5515.887586
19721.819726,-4737.318029,-8956.491898,-76.609550
19721.820059,-74.020594,-8586.388927,2681.334243
19721.820393,1258.350101,-4811.338623,4903.011187
19721.820726,4367.215058,-6735.874072,4366.744339
19721.821059,4367.215058,-8290.306550,3753.867940
19721.821392,3256.906145,-8586.388927,1762.019645
19721.821726,2886.803174,-9474.636058,-76.609550
19721.822059,-74.020594,-11843.295072,-4979.620737
19721.822392,-3552.988522,-11029.068536,-3677.258390
19721.822726,-74.020594,-13619.789333,-2528.115143
19721.823059,-1850.514855,-9770.718434,-3677.258390
19721.823392,-3256.906145,-10732.986159,1378.971896
19721.823725,-2146.597232,-9844.739029,306.438199
19721.824059,-444.123565,-10658.965565,4826.401637
19721.824392,1776.494261,-7179.997637,6588.421283
19721.824725,1702.473667,-5329.482782,5056.230287
19721.825059,3478.967927,-6809.894666,3600.648841
19721.825392,1480.411884,-7179.997637,5286.058936
19721.825725,2590.720797,-5625.565159,-229.828649
