#time,accel_x,accel_y,accel_z
21314.462650,592.164754,-9548.656652,-2145.067394
21314.462983,6439.791695,-11251.130318,-76.609550
21314.463317,7105.977043,-8364.327145,3983.696590
21314.463650,9622.677246,-8512.368333,4366.744339
21314.463984,10510.924376,-9252.574275,4443.353888
21314.464317,11769.274478,-8882.471304,4213.525239
21314.464651,12361.439231,-9326.594869,3600.648841
21314.464984,13841.851115,-9474.636058,-383.047749
21314.465317,7105.977043,-7772.162391,-919.314598
21314.465651,5329.482782,-8364.327145,-1225.752797
21314.465984,9400.615463,-8586.388927,-4060.306139
21314.466318,8438.347739,-10658.965565,-1915.238745
21314.466651,7105.977043,-10732.986159,-2451.505594
21314.466985,7994.224174,-11695.253884,995.924147
21314.467318,7772.162391,-10807.006753,2068.457845
21314.467652,6143.709319,-10362.883188,2374.896044
21314.467985,4737.318029,-7772.162391,1915.238745
21314.468319,7105.977043,-8068.244768,6818.249932
21314.468652,9104.533087,-6809.894666,4826.401637
21314.468986,8068.244768,-4811.338623,0.000000
21314.469319,7105.977043,-7698.141797,2068.457845
21314.469653,5033.400406,-6587.832884,-1991.848295
21314.469986,6809.894666,-6587.832884,-2911.162892
21314.470320,6513.812290,-8734.430116,-4519.963438
21314.470653,7031.956449,-10066.800811,-4979.620737
21314.470987,7550.100608,-11547.212695,-2834.553343
21314.471320,10214.842000,-11917.315666,-229.828649
21314.471654,10140.821405,-11103.089130,842.705048
21314.471987,9474.636058,-11917.315666,1838.629195
21314.472321,7698.141797,-9696.697840,3064.381992
21314.472654,11769.274478,-10362.883188,4213.525239
21314.472988,10584.944971,-5921.647536,2987.772442
21314.473321,7698.141797,-6587.832884,4903.011187
21314.473655,7994.224174,-4811.338623,1225.752797
21314.473988,7328.038826,-7328.038826,536.266849
21314.474322,4737.318029,-7846.182985,-2834.553343
21314.474655,3256.906145,-9770.718434,-4213.525239
21314.474989,4663.297435,-12731.542202,-2528.115143
21314.475322,5181.441594,-8512.368333,0.000000
21314.475655,8808.450710,-9474.636058,-1302.362347
21314.475989,8586.388927,-8364.327145,3677.258390
21314.476322,10066.800811,-9252.574275,6052.154434
21314.476656,12953.603985,-7698.141797,3907.087040
21314.476989,11177.109724,-8512.368333,1149.143247
21314.477323,8068.244768,-9326.594869,-1378.971896
21314.477656,9104.533087,-8734.430116,-2757.943793
21314.477990,8216.285956,-8660.409521,-3140.991542
21314.478323,7105.977043,-11029.068536,-306.438199
21314.478657,4737.318029,-9548.656652,-4903.011187
21314.478990,7105.977043,-10732.986159,2604.724693
21314.479324,14137.933492,-8290.306550,4826.401637
21314.479657,14582.057057,-5625.565159,6205.373534
21314.479991,17690.922014,-7698.141797,5439.278036
21314.480324,15840.407159,-6883.915261,4213.525239
21314.480658,14656.077652,-7402.059420,1072.533697
21314.480991,12435.459826,-9548.656652,-766.095498
21314.481325,8808.450710,-13027.624579,-4979.620737
21314.481658,1776.494261,-11917.315666,-7354.516781
21314.481992,1184.329507,-10732.986159,-5515.887586
21314.482325,7920.203579,-11843.295072,-3294.210641
21314.482659,5921.647536,-5995.668130,0.000000
21314.482992,9992.780217,-7179.997637,4903.011187
21314.483326,9844.739029,-7476.080014,6665.030833
21314.483659,10436.903782,-7624.121203,7277.907231
21314.483993,8438.347739,-7476.080014,5439.278036
21314.484326,9400.615463,-4811.338623,842.705048
21314.484660,6513.812290,-7772.162391,1838.629195
21314.484993,9400.615463,-9178.553681,-76.609550
21314.485327,4663.297435,-12435.459826,-6205.373534
21314.485660,0.000000,-10732.986159,-6741.640382
21314.485994,-962.267725,-11843.295072,-5822.325785
21314.486327,-1332.370696,-12139.377449,-3983.696590
21314.486660,1924.535449,-9474.636058,306.438199
21314.486994,4737.318029,-8660.409521,5209.449386
21314.487327,7920.203579,-6069.688724,7277.907231
21314.487661,8142.265362,-5329.482782,8503.660028
21314.487994,6069.688724,-9400.615463,6665.030833
21314.488328,4959.379811,-8142.265362,3983.696590
21314.488661,2960.823768,-8068.244768,919.314598
21314.488995,4071.132681,-7105.977043,-3447.429741
21314.489328,0.000000,-5995.668130,-8120.612279
21314.489662,0.000000,-10436.903782,-5745.716235
21314.489995,-666.185348,-11547.212695,-5975.544884
21314.490329,-2812.782580,-11917.315666,-3677.258390
21314.490662,1628.453072,-11177.109724,-229.828649
21314.490996,3552.988522,-10436.903782,2451.505594
21314.491329,6883.915261,-7846.182985,5898.935335
21314.491663,7031.956449,-8882.471304,8197.221829
21314.491996,8808.450710,-9474.636058,6052.154434
21314.492330,3552.988522,-9548.656652,7660.954980
21314.492663,3552.988522,-8364.327145,6511.811733
21314.492997,2886.803174,-6513.812290,-1149.143247
21314.493330,-1184.329507,-8660.409521,-3753.867940
21314.493664,-2368.659014,-9548.656652,-6971.469032
21314.493997,-3034.844362,-10362.883188,-5515.887586
21314.494331,-444.123565,-9252.574275,-3600.648841
21314.494664,518.144159,-11843.295072,-689.485948
21314.494998,4071.132681,-10658.965565,2374.896044
21314.495331,0.000000,-9548.656652,4290.134789
21314.495665,3034.844362,-10658.965565,7277.907231
21314.495998,2294.638420,-8882.471304,2451.505594
21314.496332,5403.503377,-5921.647536,6052.154434
21314.496665,6217.729913,-5625.565159,6665.030833
21314.496998,4589.276840,-4959.379811,766.095498
21314.497332,-1036.288319,-8734.430116,-3294.210641
21314.497665,-4737.318029,-13693.809927,-6128.763984
21314.497999,-1850.514855,-7624.121203,-7354.516781
21314.498332,0.000000,-8660.409521,-2451.505594
21314.498666,5847.626942,-9474.636058,-383.047749
21314.498999,592.164754,-7179.997637,-2451.505594
21314.499333,2368.659014,-11917.315666,1991.848295
21314.499666,4885.359217,-11843.295072,4366.744339
21314.500000,7105.977043,-10436.903782,6435.202183
21314.500333,6957.935855,-9622.677246,6818.249932
21314.500667,1702.473667,-11695.253884,4213.525239
21314.501000,-4737.318029,-6587.832884,-1225.752797
21314.501334,-2738.761985,-10658.965565,-3140.991542
